Region,State,District,Year,Quarter,Registered_user,Latitude,Longitude
North-Eastern Region,Arunachal Pradesh,West Kameng,2019,Q1,8115,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2019,Q1,5899,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2019,Q1,5210,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Tawang,2019,Q1,5023,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Lohit,2019,Q1,4416,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Namsai,2019,Q1,3153,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2019,Q1,2656,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2019,Q1,2314,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Tirap,2019,Q1,2082,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Papum Pare,2019,Q2,32800,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2019,Q2,9782,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2019,Q2,7319,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2019,Q2,6884,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Tawang,2019,Q2,5908,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Lohit,2019,Q2,5485,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Namsai,2019,Q2,3914,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2019,Q2,3393,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2019,Q2,2842,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Tirap,2019,Q2,2697,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Papum Pare,2019,Q3,38845,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2019,Q3,11186,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2019,Q3,8571,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2019,Q3,8145,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Tawang,2019,Q3,6553,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Lohit,2019,Q3,6421,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Namsai,2019,Q3,4563,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2019,Q3,4101,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2019,Q3,3398,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Tirap,2019,Q3,3099,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Papum Pare,2019,Q4,44746,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2019,Q4,12562,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2019,Q4,9859,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2019,Q4,9662,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Lohit,2019,Q4,7386,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2019,Q4,7303,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2019,Q4,5190,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2019,Q4,4773,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2019,Q4,3944,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Tirap,2019,Q4,3605,27.03016895,95.49791755
North-Eastern Region,Arunachal Pradesh,Papum Pare,2020,Q1,51342,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2020,Q1,13983,27.4,92.35
North-Eastern Region,Arunachal Pradesh,East Siang,2020,Q1,11298,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Changlang,2020,Q1,11262,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,Lohit,2020,Q1,8454,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2020,Q1,8048,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2020,Q1,6029,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2020,Q1,5757,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2020,Q1,4650,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2020,Q1,4351,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2020,Q2,59968,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2020,Q2,15766,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2020,Q2,14036,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2020,Q2,13601,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2020,Q2,10154,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2020,Q2,8993,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,Namsai,2020,Q2,7426,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,West Siang,2020,Q2,7239,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2020,Q2,5782,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2020,Q2,5392,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2020,Q3,69419,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2020,Q3,17636,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2020,Q3,16385,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2020,Q3,15921,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2020,Q3,11755,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2020,Q3,9944,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,West Siang,2020,Q3,8623,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Namsai,2020,Q3,8553,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2020,Q3,6799,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2020,Q3,6456,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2020,Q4,77936,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2020,Q4,19464,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2020,Q4,18203,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2020,Q4,17822,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2020,Q4,13126,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2020,Q4,10909,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,West Siang,2020,Q4,9911,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Namsai,2020,Q4,9437,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2020,Q4,7693,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2020,Q4,7388,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2021,Q1,84715,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2021,Q1,21027,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2021,Q1,19716,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2021,Q1,19342,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2021,Q1,14231,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2021,Q1,11778,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,West Siang,2021,Q1,10836,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Namsai,2021,Q1,10242,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2021,Q1,8402,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2021,Q1,8044,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2021,Q2,90871,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2021,Q2,22625,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2021,Q2,21404,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2021,Q2,20817,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2021,Q2,15360,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2021,Q2,12636,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,West Siang,2021,Q2,11657,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Namsai,2021,Q2,11111,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2021,Q2,9094,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2021,Q2,8685,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2021,Q3,97854,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2021,Q3,24489,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2021,Q3,23328,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2021,Q3,22538,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2021,Q3,16680,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2021,Q3,13650,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,West Siang,2021,Q3,12616,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Namsai,2021,Q3,12140,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2021,Q3,9920,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2021,Q3,9451,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2021,Q4,104806,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2021,Q4,26237,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2021,Q4,25155,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2021,Q4,24208,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2021,Q4,17980,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2021,Q4,14665,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,West Siang,2021,Q4,13555,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Namsai,2021,Q4,13092,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2021,Q4,10679,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2021,Q4,10187,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2022,Q1,111271,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2022,Q1,27860,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2022,Q1,26904,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2022,Q1,25763,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2022,Q1,19214,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2022,Q1,15589,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,West Siang,2022,Q1,14420,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Namsai,2022,Q1,14054,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2022,Q1,11401,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2022,Q1,10854,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2022,Q2,117568,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2022,Q2,29424,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2022,Q2,28495,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2022,Q2,27240,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2022,Q2,20325,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2022,Q2,16475,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,West Siang,2022,Q2,15231,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Namsai,2022,Q2,14887,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2022,Q2,12040,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2022,Q2,11479,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2022,Q3,124095,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2022,Q3,30964,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2022,Q3,29965,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2022,Q3,28698,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2022,Q3,21385,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2022,Q3,17281,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,West Siang,2022,Q3,16063,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Namsai,2022,Q3,15642,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2022,Q3,12668,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2022,Q3,12085,27.8,93.6
North-Eastern Region,Arunachal Pradesh,Papum Pare,2022,Q4,130306,27.28636665,93.6187716
North-Eastern Region,Arunachal Pradesh,West Kameng,2022,Q4,32237,27.4,92.35
North-Eastern Region,Arunachal Pradesh,Changlang,2022,Q4,31196,27.1398402,95.7382485
North-Eastern Region,Arunachal Pradesh,East Siang,2022,Q4,30033,28.3,95.15
North-Eastern Region,Arunachal Pradesh,Lohit,2022,Q4,22359,27.8239052,95.861898
North-Eastern Region,Arunachal Pradesh,Tawang,2022,Q4,18003,27.5879186,91.863733
North-Eastern Region,Arunachal Pradesh,West Siang,2022,Q4,16816,28.4,94.55
North-Eastern Region,Arunachal Pradesh,Namsai,2022,Q4,16322,27.71403055,96.01597094
North-Eastern Region,Arunachal Pradesh,Lower Dibang Valley,2022,Q4,13188,28.21495625,95.87877404
North-Eastern Region,Arunachal Pradesh,Lower Subansiri,2022,Q4,12630,27.8,93.6
North-Eastern Region,Assam,Kamrup Metropolitan,2018,Q1,87336,26.13526375,91.86167063
North-Eastern Region,Assam,Dibrugarh,2018,Q1,21182,27.4844597,94.9019447
North-Eastern Region,Assam,Barpeta,2018,Q1,20485,26.34142215,91.01674328
North-Eastern Region,Assam,Nagaon,2018,Q1,19619,26.30414915,92.71605974
North-Eastern Region,Assam,Cachar,2018,Q1,19567,24.75863995,92.88166476
North-Eastern Region,Assam,Sonitpur,2018,Q1,18986,26.76777075,92.70140886
North-Eastern Region,Assam,Jorhat,2018,Q1,16442,26.7577925,94.2079645
North-Eastern Region,Assam,Tinsukia,2018,Q1,15998,27.52016575,95.53063473
North-Eastern Region,Assam,Kamrup,2018,Q1,15241,26.14688605,91.22273973
North-Eastern Region,Assam,Dhubri,2018,Q1,11421,26.01894625,89.94188952
North-Eastern Region,Assam,Kamrup Metropolitan,2018,Q2,124720,26.13526375,91.86167063
North-Eastern Region,Assam,Dibrugarh,2018,Q2,30527,27.4844597,94.9019447
North-Eastern Region,Assam,Barpeta,2018,Q2,29882,26.34142215,91.01674328
North-Eastern Region,Assam,Nagaon,2018,Q2,29412,26.30414915,92.71605974
North-Eastern Region,Assam,Cachar,2018,Q2,29381,24.75863995,92.88166476
North-Eastern Region,Assam,Sonitpur,2018,Q2,28409,26.76777075,92.70140886
North-Eastern Region,Assam,Tinsukia,2018,Q2,23900,27.52016575,95.53063473
North-Eastern Region,Assam,Jorhat,2018,Q2,23683,26.7577925,94.2079645
North-Eastern Region,Assam,Kamrup,2018,Q2,23595,26.14688605,91.22273973
North-Eastern Region,Assam,Dhubri,2018,Q2,16701,26.01894625,89.94188952
North-Eastern Region,Assam,Kamrup Metropolitan,2018,Q3,164101,26.13526375,91.86167063
North-Eastern Region,Assam,Barpeta,2018,Q3,41158,26.34142215,91.01674328
North-Eastern Region,Assam,Cachar,2018,Q3,40888,24.75863995,92.88166476
North-Eastern Region,Assam,Dibrugarh,2018,Q3,40711,27.4844597,94.9019447
North-Eastern Region,Assam,Nagaon,2018,Q3,40687,26.30414915,92.71605974
North-Eastern Region,Assam,Sonitpur,2018,Q3,38797,26.76777075,92.70140886
North-Eastern Region,Assam,Kamrup,2018,Q3,33197,26.14688605,91.22273973
North-Eastern Region,Assam,Tinsukia,2018,Q3,32870,27.52016575,95.53063473
North-Eastern Region,Assam,Jorhat,2018,Q3,32134,26.7577925,94.2079645
North-Eastern Region,Assam,Dhubri,2018,Q3,22705,26.01894625,89.94188952
North-Eastern Region,Assam,Kamrup Metropolitan,2018,Q4,214212,26.13526375,91.86167063
North-Eastern Region,Assam,Barpeta,2018,Q4,55068,26.34142215,91.01674328
North-Eastern Region,Assam,Nagaon,2018,Q4,54395,26.30414915,92.71605974
North-Eastern Region,Assam,Cachar,2018,Q4,53209,24.75863995,92.88166476
North-Eastern Region,Assam,Dibrugarh,2018,Q4,52539,27.4844597,94.9019447
North-Eastern Region,Assam,Sonitpur,2018,Q4,51420,26.76777075,92.70140886
North-Eastern Region,Assam,Kamrup,2018,Q4,44868,26.14688605,91.22273973
North-Eastern Region,Assam,Tinsukia,2018,Q4,42624,27.52016575,95.53063473
North-Eastern Region,Assam,Jorhat,2018,Q4,41100,26.7577925,94.2079645
North-Eastern Region,Assam,Dhubri,2018,Q4,30132,26.01894625,89.94188952
North-Eastern Region,Assam,Kamrup Metropolitan,2019,Q1,255112,26.13526375,91.86167063
North-Eastern Region,Assam,Barpeta,2019,Q1,67729,26.34142215,91.01674328
North-Eastern Region,Assam,Nagaon,2019,Q1,66306,26.30414915,92.71605974
North-Eastern Region,Assam,Cachar,2019,Q1,64241,24.75863995,92.88166476
North-Eastern Region,Assam,Dibrugarh,2019,Q1,62656,27.4844597,94.9019447
North-Eastern Region,Assam,Sonitpur,2019,Q1,62218,26.76777075,92.70140886
North-Eastern Region,Assam,Kamrup,2019,Q1,54910,26.14688605,91.22273973
North-Eastern Region,Assam,Tinsukia,2019,Q1,51108,27.52016575,95.53063473
North-Eastern Region,Assam,Jorhat,2019,Q1,48594,26.7577925,94.2079645
North-Eastern Region,Assam,Dhubri,2019,Q1,36652,26.01894625,89.94188952
North-Eastern Region,Assam,Kamrup Metropolitan,2019,Q2,299219,26.13526375,91.86167063
North-Eastern Region,Assam,Barpeta,2019,Q2,80544,26.34142215,91.01674328
North-Eastern Region,Assam,Nagaon,2019,Q2,79322,26.30414915,92.71605974
North-Eastern Region,Assam,Cachar,2019,Q2,76533,24.75863995,92.88166476
North-Eastern Region,Assam,Dibrugarh,2019,Q2,74342,27.4844597,94.9019447
North-Eastern Region,Assam,Sonitpur,2019,Q2,73717,26.76777075,92.70140886
North-Eastern Region,Assam,Kamrup,2019,Q2,65883,26.14688605,91.22273973
North-Eastern Region,Assam,Tinsukia,2019,Q2,60548,27.52016575,95.53063473
North-Eastern Region,Assam,Jorhat,2019,Q2,56713,26.7577925,94.2079645
North-Eastern Region,Assam,Dhubri,2019,Q2,43396,26.01894625,89.94188952
North-Eastern Region,Assam,Kamrup Metropolitan,2019,Q3,340588,26.13526375,91.86167063
North-Eastern Region,Assam,Nagaon,2019,Q3,100993,26.30414915,92.71605974
North-Eastern Region,Assam,Barpeta,2019,Q3,92001,26.34142215,91.01674328
North-Eastern Region,Assam,Cachar,2019,Q3,88048,24.75863995,92.88166476
North-Eastern Region,Assam,Dibrugarh,2019,Q3,84029,27.4844597,94.9019447
North-Eastern Region,Assam,Sonitpur,2019,Q3,83930,26.76777075,92.70140886
North-Eastern Region,Assam,Kamrup,2019,Q3,75174,26.14688605,91.22273973
North-Eastern Region,Assam,Tinsukia,2019,Q3,68999,27.52016575,95.53063473
North-Eastern Region,Assam,Jorhat,2019,Q3,63858,26.7577925,94.2079645
North-Eastern Region,Assam,Dhubri,2019,Q3,48953,26.01894625,89.94188952
North-Eastern Region,Assam,Kamrup Metropolitan,2019,Q4,373761,26.13526375,91.86167063
North-Eastern Region,Assam,Nagaon,2019,Q4,114296,26.30414915,92.71605974
North-Eastern Region,Assam,Barpeta,2019,Q4,103248,26.34142215,91.01674328
North-Eastern Region,Assam,Cachar,2019,Q4,98890,24.75863995,92.88166476
North-Eastern Region,Assam,Sonitpur,2019,Q4,93662,26.76777075,92.70140886
North-Eastern Region,Assam,Dibrugarh,2019,Q4,93614,27.4844597,94.9019447
North-Eastern Region,Assam,Kamrup,2019,Q4,84609,26.14688605,91.22273973
North-Eastern Region,Assam,Tinsukia,2019,Q4,76944,27.52016575,95.53063473
North-Eastern Region,Assam,Jorhat,2019,Q4,70809,26.7577925,94.2079645
North-Eastern Region,Assam,Golaghat,2019,Q4,54950,26.40490095,94.03209112
North-Eastern Region,Assam,Kamrup Metropolitan,2020,Q1,412013,26.13526375,91.86167063
North-Eastern Region,Assam,Nagaon,2020,Q1,129371,26.30414915,92.71605974
North-Eastern Region,Assam,Barpeta,2020,Q1,116286,26.34142215,91.01674328
North-Eastern Region,Assam,Cachar,2020,Q1,111470,24.75863995,92.88166476
North-Eastern Region,Assam,Sonitpur,2020,Q1,105050,26.76777075,92.70140886
North-Eastern Region,Assam,Dibrugarh,2020,Q1,104663,27.4844597,94.9019447
North-Eastern Region,Assam,Kamrup,2020,Q1,95973,26.14688605,91.22273973
