Region,State,District,Year,Quarter,Total_transaction_count,Total_transaction_amount,Latitude,Longitude
Northern Region,Punjab,Patiala,2020,Q3,1133088,2639345147.604691,30.2090874,76.33987209
Northern Region,Punjab,Bathinda,2020,Q3,761837,1942683602.9336882,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2020,Q3,650223,1533956137.4019094,30.4032097,74.0310609
Northern Region,Punjab,Sangrur,2020,Q3,520244,1244533965.4714077,30.1358257,75.85351544
Northern Region,Punjab,Pathankot,2020,Q3,447422,1117386418.785541,32.2692452,75.6528858
Northern Region,Punjab,Hoshiarpur,2020,Q3,444703,938565050.5404744,31.60857425,75.84644247
Northern Region,Punjab,Ludhiana,2020,Q4,6433526,16002263104.77765,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2020,Q4,3755533,6001552668.838071,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2020,Q4,1634555,4214164098.316762,31.6343083,74.8736788
Northern Region,Punjab,Patiala,2020,Q4,1580719,3741094568.09765,30.2090874,76.33987209
Northern Region,Punjab,Jalandhar,2020,Q4,1514774,3490141380.4519215,31.29201065,75.56805772
Northern Region,Punjab,Bathinda,2020,Q4,1029813,2560230080.072486,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2020,Q4,898108,2330645109.184926,30.4032097,74.0310609
Northern Region,Punjab,Sangrur,2020,Q4,709657,1815228277.1126363,30.1358257,75.85351544
Northern Region,Punjab,Pathankot,2020,Q4,613446,1556030355.8837295,32.2692452,75.6528858
Northern Region,Punjab,Hoshiarpur,2020,Q4,584688,1343655246.8605404,31.60857425,75.84644247
Northern Region,Punjab,Ludhiana,2021,Q1,8956495,19225271865.79327,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2021,Q1,4469959,6737530092.4958515,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2021,Q1,1823100,4535248139.891067,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2021,Q1,1716126,3828908006.2314005,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2021,Q1,1594101,3743416293.2960615,30.2090874,76.33987209
Northern Region,Punjab,Bathinda,2021,Q1,1089719,2681512020.113289,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2021,Q1,926196,2485697202.7721486,30.4032097,74.0310609
Northern Region,Punjab,Sangrur,2021,Q1,697801,1779386402.710884,30.1358257,75.85351544
Northern Region,Punjab,Hoshiarpur,2021,Q1,585780,1384031539.442925,31.60857425,75.84644247
Northern Region,Punjab,Pathankot,2021,Q1,570864,1486337867.4528933,32.2692452,75.6528858
Northern Region,Punjab,Ludhiana,2021,Q2,11475061,23530471085.652363,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2021,Q2,4707042,7288830376.63194,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2021,Q2,2166296,5279064151.566084,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2021,Q2,1968477,4316968650.261899,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2021,Q2,1870993,4409169677.402311,30.2090874,76.33987209
Northern Region,Punjab,Bathinda,2021,Q2,1271905,3102199906.6400814,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2021,Q2,1140866,2840373948.4850025,30.4032097,74.0310609
Northern Region,Punjab,Sangrur,2021,Q2,852138,2194371528.5795517,30.1358257,75.85351544
Northern Region,Punjab,Pathankot,2021,Q2,731752,1772534610.4927375,32.2692452,75.6528858
Northern Region,Punjab,Hoshiarpur,2021,Q2,721249,1657693325.435227,31.60857425,75.84644247
Northern Region,Punjab,Ludhiana,2021,Q3,16104345,30807741534.262596,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2021,Q3,6040235,8963728598.89373,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2021,Q3,2859630,6530832877.10007,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2021,Q3,2663707,5579482421.017922,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2021,Q3,2400121,5270148761.145614,30.2090874,76.33987209
Northern Region,Punjab,Bathinda,2021,Q3,1647401,3788551283.176148,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2021,Q3,1378018,3111874915.8745384,30.4032097,74.0310609
Northern Region,Punjab,Sangrur,2021,Q3,1015897,2422730555.689826,30.1358257,75.85351544
Northern Region,Punjab,Pathankot,2021,Q3,936270,2224480978.5714393,32.2692452,75.6528858
Northern Region,Punjab,Hoshiarpur,2021,Q3,907847,1983363435.8296313,31.60857425,75.84644247
Northern Region,Punjab,Ludhiana,2021,Q4,19553778,39292772660.87953,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2021,Q4,7503637,11088791931.951628,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2021,Q4,3576353,8606940269.65073,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2021,Q4,3218973,7030833843.587089,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2021,Q4,2901070,6755184061.574616,30.2090874,76.33987209
Northern Region,Punjab,Bathinda,2021,Q4,2056317,4674339276.828988,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2021,Q4,1650972,4131028405.4906483,30.4032097,74.0310609
Northern Region,Punjab,Sangrur,2021,Q4,1205039,3205553098.0632925,30.1358257,75.85351544
Northern Region,Punjab,Pathankot,2021,Q4,1200445,2875653268.713999,32.2692452,75.6528858
Northern Region,Punjab,Kapurthala,2021,Q4,1175355,2110713842.5000901,31.38524095,75.30552274
Northern Region,Punjab,Ludhiana,2022,Q1,21131450,40193189296.7483,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2022,Q1,8233644,11945087945.784222,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2022,Q1,4020245,9595112041.612688,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2022,Q1,3480708,7482301985.829842,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2022,Q1,3167322,7185470674.538302,30.2090874,76.33987209
Northern Region,Punjab,Bathinda,2022,Q1,2252561,5132201177.079787,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2022,Q1,1942203,4723173436.355923,30.4032097,74.0310609
Northern Region,Punjab,Pathankot,2022,Q1,1380244,3057799524.708644,32.2692452,75.6528858
Northern Region,Punjab,Sangrur,2022,Q1,1350576,3436077358.298136,30.1358257,75.85351544
Northern Region,Punjab,Kapurthala,2022,Q1,1326492,2322895082.0700884,31.38524095,75.30552274
Northern Region,Punjab,Ludhiana,2022,Q2,26982785,46924183892.055084,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2022,Q2,10260992,13821174897.264778,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2022,Q2,4934930,11388945408.67424,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2022,Q2,4368370,8843362969.63771,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2022,Q2,3836784,8150713456.483324,30.2090874,76.33987209
Northern Region,Punjab,Bathinda,2022,Q2,2774270,5859074278.903449,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2022,Q2,2322893,5235266714.464994,30.4032097,74.0310609
Northern Region,Punjab,Kapurthala,2022,Q2,1900455,2826285167.86687,31.38524095,75.30552274
Northern Region,Punjab,Pathankot,2022,Q2,1733490,3654246286.0727186,32.2692452,75.6528858
Northern Region,Punjab,Sangrur,2022,Q2,1640279,3950202304.556946,30.1358257,75.85351544
Northern Region,Punjab,Ludhiana,2022,Q3,31697344,52659794645.55728,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2022,Q3,13524410,18050299571.02451,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2022,Q3,5353882,11781862029.205471,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2022,Q3,4730075,9243374092.577248,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2022,Q3,4007021,8011939442.457413,30.2090874,76.33987209
Northern Region,Punjab,Kapurthala,2022,Q3,2952123,3702626207.3035707,31.38524095,75.30552274
Northern Region,Punjab,Bathinda,2022,Q3,2929344,5852032739.035611,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2022,Q3,2618054,5147923013.794576,30.4032097,74.0310609
Northern Region,Punjab,Pathankot,2022,Q3,1792893,3662889899.847559,32.2692452,75.6528858
Northern Region,Punjab,Hoshiarpur,2022,Q3,1789334,3625177520.5732203,31.60857425,75.84644247
Northern Region,Punjab,Ludhiana,2022,Q4,33298864,57521708592.12727,30.9090157,75.851601
Northern Region,Punjab,Sas Nagar,2022,Q4,13686435,18113344764.852985,30.6904366,76.7116208
Northern Region,Punjab,Amritsar,2022,Q4,6049600,13743135320.99577,31.6343083,74.8736788
Northern Region,Punjab,Jalandhar,2022,Q4,5556816,10699280684.068104,31.29201065,75.56805772
Northern Region,Punjab,Patiala,2022,Q4,5290182,10462961913.338879,30.2090874,76.33987209
Northern Region,Punjab,Kapurthala,2022,Q4,3514599,3945783181.7842913,31.38524095,75.30552274
Northern Region,Punjab,Bathinda,2022,Q4,3201266,6432660306.980121,30.17911535,75.04710156
Northern Region,Punjab,Fazilka,2022,Q4,2704233,5829795275.137226,30.4032097,74.0310609
Northern Region,Punjab,Hoshiarpur,2022,Q4,2110456,4366867188.489857,31.60857425,75.84644247
Northern Region,Punjab,Sangrur,2022,Q4,2004123,4766598735.821444,30.1358257,75.85351544
Western Region,Rajasthan,Jaipur,2018,Q1,2417174,2953086960.141372,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2018,Q1,511188,636193637.4406083,27.5,76.5
Western Region,Rajasthan,Sikar,2018,Q1,321709,354268688.08142877,27.66241555,75.0279971
Western Region,Rajasthan,Kota,2018,Q1,317338,313545175.3534258,25.1737019,75.8574194
Western Region,Rajasthan,Jodhpur,2018,Q1,317285,467963867.1674502,26.2967719,73.0351433
Western Region,Rajasthan,Bhilwara,2018,Q1,305744,353135371.8842282,25.5,74.75
Western Region,Rajasthan,Sri Ganganagar,2018,Q1,238689,291145139.76298976,29.9270556,73.8761519
Western Region,Rajasthan,Nagaur,2018,Q1,226358,245926094.94489202,27.0237969,74.2037201
Western Region,Rajasthan,Ajmer,2018,Q1,224405,347556929.7043874,26.4691,74.639
Western Region,Rajasthan,Udaipur,2018,Q1,224103,315736879.7070354,24.578721,73.6862571
Western Region,Rajasthan,Jaipur,2018,Q2,3175255,4952882923.415596,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2018,Q2,700144,1094410044.9229448,27.5,76.5
Western Region,Rajasthan,Jodhpur,2018,Q2,435868,822648668.3773664,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2018,Q2,397475,569851208.3994043,25.1737019,75.8574194
Western Region,Rajasthan,Sikar,2018,Q2,396177,599106340.7642647,27.66241555,75.0279971
Western Region,Rajasthan,Bhilwara,2018,Q2,379750,588411664.4366499,25.5,74.75
Western Region,Rajasthan,Sri Ganganagar,2018,Q2,316032,524823183.8335612,29.9270556,73.8761519
Western Region,Rajasthan,Nagaur,2018,Q2,304856,430074431.61259633,27.0237969,74.2037201
Western Region,Rajasthan,Ajmer,2018,Q2,303419,573173492.0785939,26.4691,74.639
Western Region,Rajasthan,Udaipur,2018,Q2,291907,521933429.80104965,24.578721,73.6862571
Western Region,Rajasthan,Jaipur,2018,Q3,4954443,7882149494.55468,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2018,Q3,1024880,1687744780.6545582,27.5,76.5
Western Region,Rajasthan,Kota,2018,Q3,582519,821606603.1537722,25.1737019,75.8574194
Western Region,Rajasthan,Jodhpur,2018,Q3,570133,1263392447.2576752,26.2967719,73.0351433
Western Region,Rajasthan,Bhilwara,2018,Q3,544999,933730468.5283474,25.5,74.75
Western Region,Rajasthan,Sikar,2018,Q3,478163,893538054.1217067,27.66241555,75.0279971
Western Region,Rajasthan,Nagaur,2018,Q3,473481,696224765.6471555,27.0237969,74.2037201
Western Region,Rajasthan,Dausa,2018,Q3,448286,532308543.2299284,26.893342,76.3376514
Western Region,Rajasthan,Udaipur,2018,Q3,417509,818672225.2856681,24.578721,73.6862571
Western Region,Rajasthan,Ajmer,2018,Q3,400284,841931847.4786526,26.4691,74.639
Western Region,Rajasthan,Jaipur,2018,Q4,7271209,12107341570.492035,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2018,Q4,1532807,2700489271.370412,27.5,76.5
Western Region,Rajasthan,Jodhpur,2018,Q4,854003,1928732779.2688758,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2018,Q4,831676,1186913794.1810627,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2018,Q4,781679,1420324850.979574,25.5,74.75
Western Region,Rajasthan,Sikar,2018,Q4,735428,1558681541.1587114,27.66241555,75.0279971
Western Region,Rajasthan,Dausa,2018,Q4,673282,921613483.0541892,26.893342,76.3376514
Western Region,Rajasthan,Udaipur,2018,Q4,606049,1219187067.8485556,24.578721,73.6862571
Western Region,Rajasthan,Ajmer,2018,Q4,577840,1318562548.8960557,26.4691,74.639
Western Region,Rajasthan,Sri Ganganagar,2018,Q4,561084,1174061620.6784885,29.9270556,73.8761519
Western Region,Rajasthan,Jaipur,2019,Q1,19178441,25043540802.372772,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2019,Q1,2791195,3949132714.5560074,27.5,76.5
Western Region,Rajasthan,Kota,2019,Q1,1748396,1712973062.0583377,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2019,Q1,1615975,2126329687.9390469,25.5,74.75
Western Region,Rajasthan,Jodhpur,2019,Q1,1535328,2762592744.334321,26.2967719,73.0351433
Western Region,Rajasthan,Dausa,2019,Q1,1370483,1416280224.7419736,26.893342,76.3376514
Western Region,Rajasthan,Sikar,2019,Q1,1310064,2164835681.27155,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2019,Q1,1030802,1810602285.2408452,26.4691,74.639
Western Region,Rajasthan,Udaipur,2019,Q1,998792,1584751474.6534314,24.578721,73.6862571
Western Region,Rajasthan,Jhunjhunu,2019,Q1,984628,1661037639.5409722,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2019,Q2,27449382,46056907216.76753,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2019,Q2,2451727,4430719900.4858055,27.5,76.5
Western Region,Rajasthan,Jodhpur,2019,Q2,1733269,3700049028.6222835,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2019,Q2,1571917,2185105967.3376136,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2019,Q2,1359790,2514774803.6248965,25.5,74.75
Western Region,Rajasthan,Sikar,2019,Q2,1198479,2624570998.8268456,27.66241555,75.0279971
Western Region,Rajasthan,Jhunjhunu,2019,Q2,1128965,2364089402.6112127,28.1287995,75.3992581
Western Region,Rajasthan,Ajmer,2019,Q2,1078977,2153453855.4028177,26.4691,74.639
Western Region,Rajasthan,Dausa,2019,Q2,1063146,1644609703.0675397,26.893342,76.3376514
Western Region,Rajasthan,Udaipur,2019,Q2,1007076,1724895638.7887383,24.578721,73.6862571
Western Region,Rajasthan,Jaipur,2019,Q3,36334520,58402103360.67964,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2019,Q3,3359867,5501752093.050633,27.5,76.5
Western Region,Rajasthan,Jodhpur,2019,Q3,2465513,4931658536.490533,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2019,Q3,2435542,2706744841.936022,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2019,Q3,1993704,3277886476.5106406,25.5,74.75
Western Region,Rajasthan,Sikar,2019,Q3,1660524,3298948099.2387867,27.66241555,75.0279971
Western Region,Rajasthan,Udaipur,2019,Q3,1643482,2352763015.7354145,24.578721,73.6862571
Western Region,Rajasthan,Ajmer,2019,Q3,1474810,2744812297.8287177,26.4691,74.639
Western Region,Rajasthan,Dausa,2019,Q3,1428706,1976649524.9356747,26.893342,76.3376514
Western Region,Rajasthan,Jhunjhunu,2019,Q3,1333354,2830120895.181952,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2019,Q4,44335592,81782144762.48987,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2019,Q4,4269770,7746529382.883535,27.5,76.5
Western Region,Rajasthan,Jodhpur,2019,Q4,3216115,6915335471.430582,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2019,Q4,2899819,3813622079.5192366,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2019,Q4,2464660,4716195173.981495,25.5,74.75
Western Region,Rajasthan,Udaipur,2019,Q4,2311396,3313736215.9652596,24.578721,73.6862571
Western Region,Rajasthan,Sikar,2019,Q4,2248784,5037411453.274343,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2019,Q4,2025212,4104641128.5320387,26.4691,74.639
Western Region,Rajasthan,Dausa,2019,Q4,1869433,3045918034.1072187,26.893342,76.3376514
Western Region,Rajasthan,Jhunjhunu,2019,Q4,1869375,4227582982.791309,28.1287995,75.3992581
Western Region,Rajasthan,Jaipur,2020,Q1,52623661,98360847993.80876,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2020,Q1,5046369,9090012850.268248,27.5,76.5
Western Region,Rajasthan,Jodhpur,2020,Q1,3807384,7642170733.961327,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2020,Q1,3282916,4272102864.0380745,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2020,Q1,2976581,5578143401.683448,25.5,74.75
Western Region,Rajasthan,Sikar,2020,Q1,2898431,6198159589.270256,27.66241555,75.0279971
Western Region,Rajasthan,Udaipur,2020,Q1,2735381,3947849172.8481545,24.578721,73.6862571
Western Region,Rajasthan,Ajmer,2020,Q1,2642400,5228150510.999587,26.4691,74.639
Western Region,Rajasthan,Dausa,2020,Q1,2290731,3676225560.290492,26.893342,76.3376514
Western Region,Rajasthan,Nagaur,2020,Q1,1885285,4010256396.916327,27.0237969,74.2037201
Western Region,Rajasthan,Jaipur,2020,Q2,43871862,88270816977.90562,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2020,Q2,5981709,10239649719.69033,27.5,76.5
Western Region,Rajasthan,Jodhpur,2020,Q2,3972317,7649652331.703363,26.2967719,73.0351433
Western Region,Rajasthan,Sikar,2020,Q2,3448263,6813435569.801193,27.66241555,75.0279971
Western Region,Rajasthan,Bhilwara,2020,Q2,3144077,5583955261.068823,25.5,74.75
Western Region,Rajasthan,Dausa,2020,Q2,2849821,4537835885.88078,26.893342,76.3376514
Western Region,Rajasthan,Kota,2020,Q2,2674020,4271159445.4302053,25.1737019,75.8574194
Western Region,Rajasthan,Ajmer,2020,Q2,2539677,4723275736.995972,26.4691,74.639
Western Region,Rajasthan,Nagaur,2020,Q2,2506689,4856436699.305586,27.0237969,74.2037201
Western Region,Rajasthan,Udaipur,2020,Q2,2293910,3491313530.816518,24.578721,73.6862571
Western Region,Rajasthan,Jaipur,2020,Q3,71797182,138189424031.4575,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2020,Q3,7995044,14617913028.152313,27.5,76.5
Western Region,Rajasthan,Jodhpur,2020,Q3,6262826,13714122197.99096,26.2967719,73.0351433
Western Region,Rajasthan,Bhilwara,2020,Q3,4656173,9414793215.559494,25.5,74.75
Western Region,Rajasthan,Sikar,2020,Q3,4567655,9916206321.877428,27.66241555,75.0279971
Western Region,Rajasthan,Kota,2020,Q3,4442791,8027789840.771695,25.1737019,75.8574194
Western Region,Rajasthan,Ajmer,2020,Q3,3910137,8288212743.525795,26.4691,74.639
Western Region,Rajasthan,Udaipur,2020,Q3,3836995,6351934008.147478,24.578721,73.6862571
Western Region,Rajasthan,Dausa,2020,Q3,3552220,5920927935.593803,26.893342,76.3376514
Western Region,Rajasthan,Nagaur,2020,Q3,3048026,6903346685.307568,27.0237969,74.2037201
Western Region,Rajasthan,Jaipur,2020,Q4,82378485,159641718978.41748,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2020,Q4,10874361,21064630283.175983,27.5,76.5
Western Region,Rajasthan,Jodhpur,2020,Q4,8568947,19107841742.138824,26.2967719,73.0351433
Western Region,Rajasthan,Bhilwara,2020,Q4,6669204,13765886969.320032,25.5,74.75
Western Region,Rajasthan,Sikar,2020,Q4,6635869,15551286576.699253,27.66241555,75.0279971
Western Region,Rajasthan,Kota,2020,Q4,6392503,11328763287.371359,25.1737019,75.8574194
Western Region,Rajasthan,Ajmer,2020,Q4,5843422,12526263260.900742,26.4691,74.639
Western Region,Rajasthan,Udaipur,2020,Q4,5631994,9376663713.630653,24.578721,73.6862571
Western Region,Rajasthan,Nagaur,2020,Q4,4447471,10913756198.461227,27.0237969,74.2037201
Western Region,Rajasthan,Bikaner,2020,Q4,4005208,8393453473.061908,28.0159286,73.3171367
Western Region,Rajasthan,Jaipur,2021,Q1,125917532,223771205713.2528,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2021,Q1,12041829,23497000298.13838,27.5,76.5
Western Region,Rajasthan,Jodhpur,2021,Q1,11409882,24774598219.407482,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2021,Q1,9133910,15546647728.086227,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2021,Q1,7672484,16416337441.885864,25.5,74.75
Western Region,Rajasthan,Sikar,2021,Q1,7581768,17303999484.268673,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2021,Q1,7053995,15317166377.74087,26.4691,74.639
Western Region,Rajasthan,Udaipur,2021,Q1,6826421,10957000441.952847,24.578721,73.6862571
Western Region,Rajasthan,Dausa,2021,Q1,4999310,8786072971.794998,26.893342,76.3376514
Western Region,Rajasthan,Nagaur,2021,Q1,4976059,12761075159.690163,27.0237969,74.2037201
Western Region,Rajasthan,Jaipur,2021,Q2,137247139,248390977964.55786,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2021,Q2,14291357,26436939537.757683,27.5,76.5
Western Region,Rajasthan,Jodhpur,2021,Q2,12941666,27913789331.640594,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2021,Q2,9960676,18087598514.488914,25.1737019,75.8574194
Western Region,Rajasthan,Sikar,2021,Q2,8840543,19750164303.674767,27.66241555,75.0279971
Western Region,Rajasthan,Bhilwara,2021,Q2,8735150,17984159143.10391,25.5,74.75
Western Region,Rajasthan,Ajmer,2021,Q2,7863986,16687418391.08572,26.4691,74.639
Western Region,Rajasthan,Nagaur,2021,Q2,6493229,15639817785.864773,27.0237969,74.2037201
Western Region,Rajasthan,Dausa,2021,Q2,6410357,10828124760.838032,26.893342,76.3376514
Western Region,Rajasthan,Udaipur,2021,Q2,6280736,10800769537.661558,24.578721,73.6862571
Western Region,Rajasthan,Jaipur,2021,Q3,193839196,313664435689.29987,26.9154576,75.8189817
Western Region,Rajasthan,Jodhpur,2021,Q3,19263957,38514689412.99684,26.2967719,73.0351433
Western Region,Rajasthan,Alwar,2021,Q3,18956440,31796623472.554596,27.5,76.5
Western Region,Rajasthan,Kota,2021,Q3,13858632,22356848820.753067,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2021,Q3,12558408,23899765687.00115,25.5,74.75
Western Region,Rajasthan,Sikar,2021,Q3,12157675,24859966680.623276,27.66241555,75.0279971
Western Region,Rajasthan,Ajmer,2021,Q3,12039695,23974005140.503326,26.4691,74.639
Western Region,Rajasthan,Udaipur,2021,Q3,10000681,15950385929.054022,24.578721,73.6862571
Western Region,Rajasthan,Nagaur,2021,Q3,8542495,19712431242.607426,27.0237969,74.2037201
Western Region,Rajasthan,Dausa,2021,Q3,8175162,12267753350.999645,26.893342,76.3376514
Western Region,Rajasthan,Jaipur,2021,Q4,231804892,394435778364.0141,26.9154576,75.8189817
Western Region,Rajasthan,Jodhpur,2021,Q4,23671637,49201187505.373276,26.2967719,73.0351433
Western Region,Rajasthan,Alwar,2021,Q4,23661509,40984441151.34271,27.5,76.5
Western Region,Rajasthan,Bhilwara,2021,Q4,15373212,29555829037.16449,25.5,74.75
Western Region,Rajasthan,Ajmer,2021,Q4,15049250,31040109507.970833,26.4691,74.639
Western Region,Rajasthan,Sikar,2021,Q4,14946567,32671486020.051144,27.66241555,75.0279971
Western Region,Rajasthan,Kota,2021,Q4,14912645,24168234009.303997,25.1737019,75.8574194
Western Region,Rajasthan,Udaipur,2021,Q4,12082286,19874244609.252956,24.578721,73.6862571
Western Region,Rajasthan,Nagaur,2021,Q4,10615952,25959911336.428215,27.0237969,74.2037201
Western Region,Rajasthan,Dausa,2021,Q4,10142219,16190233721.345505,26.893342,76.3376514
Western Region,Rajasthan,Jaipur,2022,Q1,262950613,434507898653.22876,26.9154576,75.8189817
Western Region,Rajasthan,Jodhpur,2022,Q1,27810577,56966935615.030495,26.2967719,73.0351433
Western Region,Rajasthan,Alwar,2022,Q1,27462202,46051829716.346725,27.5,76.5
Western Region,Rajasthan,Kota,2022,Q1,19207151,30335394639.448093,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2022,Q1,18219742,34832214592.68741,25.5,74.75
Western Region,Rajasthan,Ajmer,2022,Q1,17973292,36567659945.04271,26.4691,74.639
Western Region,Rajasthan,Sikar,2022,Q1,16975662,35691652892.44501,27.66241555,75.0279971
Western Region,Rajasthan,Udaipur,2022,Q1,13527713,22322610837.972824,24.578721,73.6862571
Western Region,Rajasthan,Nagaur,2022,Q1,12629151,30251543728.242836,27.0237969,74.2037201
Western Region,Rajasthan,Bikaner,2022,Q1,11656264,23262580003.212997,28.0159286,73.3171367
Western Region,Rajasthan,Jaipur,2022,Q2,314511010,497492495896.22046,26.9154576,75.8189817
Western Region,Rajasthan,Alwar,2022,Q2,31488094,50746151172.86586,27.5,76.5
Western Region,Rajasthan,Jodhpur,2022,Q2,31463295,61614349060.01108,26.2967719,73.0351433
Western Region,Rajasthan,Kota,2022,Q2,22930803,36055197912.070015,25.1737019,75.8574194
Western Region,Rajasthan,Ajmer,2022,Q2,20900496,40715583331.30888,26.4691,74.639
Western Region,Rajasthan,Bhilwara,2022,Q2,20131391,38273076738.35588,25.5,74.75
Western Region,Rajasthan,Sikar,2022,Q2,19932783,40102076741.92372,27.66241555,75.0279971
Western Region,Rajasthan,Udaipur,2022,Q2,15896129,24912652507.999565,24.578721,73.6862571
Western Region,Rajasthan,Nagaur,2022,Q2,14631304,33408260595.26596,27.0237969,74.2037201
Western Region,Rajasthan,Bikaner,2022,Q2,13694139,26087476960.412987,28.0159286,73.3171367
Western Region,Rajasthan,Jaipur,2022,Q3,377469909,564818218571.2906,26.9154576,75.8189817
Western Region,Rajasthan,Jodhpur,2022,Q3,44177624,78522559026.67796,26.2967719,73.0351433
Western Region,Rajasthan,Alwar,2022,Q3,35823235,53614596972.029465,27.5,76.5
Western Region,Rajasthan,Ajmer,2022,Q3,28082495,49547976214.078476,26.4691,74.639
Western Region,Rajasthan,Kota,2022,Q3,22439613,32238127933.327988,25.1737019,75.8574194
Western Region,Rajasthan,Bhilwara,2022,Q3,22210445,37982785217.262955,25.5,74.75
Western Region,Rajasthan,Sikar,2022,Q3,21334188,40269671901.04936,27.66241555,75.0279971
Western Region,Rajasthan,Udaipur,2022,Q3,17437737,26920987876.54088,24.578721,73.6862571
Western Region,Rajasthan,Nagaur,2022,Q3,17110682,34696357961.379196,27.0237969,74.2037201
Western Region,Rajasthan,Bikaner,2022,Q3,15580963,27371553576.152893,28.0159286,73.3171367
Western Region,Rajasthan,Jaipur,2022,Q4,404922774,635458549842.8215,26.9154576,75.8189817
Western Region,Rajasthan,Jodhpur,2022,Q4,65465040,116215227388.41562,26.2967719,73.0351433
Western Region,Rajasthan,Alwar,2022,Q4,38922404,61077684974.04574,27.5,76.5
Western Region,Rajasthan,Bhilwara,2022,Q4,27720484,47886590518.51659,25.5,74.75
Western Region,Rajasthan,Ajmer,2022,Q4,27641155,51933913055.11865,26.4691,74.639
