Region,State,District,Year,Quarter,Total_transaction_count,Total_transaction_amount,Latitude,Longitude
Northern Region,Haryana,Hisar,2022,Q1,7216543,18068574001.484863,29.08064095,75.78875411
Northern Region,Haryana,Rohtak,2022,Q1,6268896,14421297234.32816,28.9010899,76.5801935
Northern Region,Haryana,Karnal,2022,Q1,6097787,12324299904.907103,29.6803266,76.9896254
Northern Region,Haryana,Gurgaon,2022,Q2,79880852,92145454120.45724,28.42826235,77.00270015
Northern Region,Haryana,Faridabad,2022,Q2,30409719,48406473821.004944,28.4031478,77.3105561
Northern Region,Haryana,Sonipat,2022,Q2,11943138,22987659569.928093,28.9953758,77.0233627
Northern Region,Haryana,Rewari,2022,Q2,11224593,19046645607.857338,28.1956468,76.6165179
Northern Region,Haryana,Panipat,2022,Q2,10820296,21066063900.647213,29.3912753,76.9771675
Northern Region,Haryana,Mewat,2022,Q2,10609222,20575618595.50345,27.993178,77.04073903
Northern Region,Haryana,Palwal,2022,Q2,9782307,17323076797.706825,28.1769589,77.37311204
Northern Region,Haryana,Hisar,2022,Q2,8798889,20864338832.46772,29.08064095,75.78875411
Northern Region,Haryana,Rohtak,2022,Q2,7714114,16685032554.576132,28.9010899,76.5801935
Northern Region,Haryana,Karnal,2022,Q2,7462000,14355989091.566263,29.6803266,76.9896254
Northern Region,Haryana,Gurgaon,2022,Q3,87103856,99360193857.46599,28.42826235,77.00270015
Northern Region,Haryana,Faridabad,2022,Q3,31002825,46163415393.391945,28.4031478,77.3105561
Northern Region,Haryana,Sonipat,2022,Q3,16738938,29152136081.765583,28.9953758,77.0233627
Northern Region,Haryana,Hisar,2022,Q3,15314209,30005386061.118546,29.08064095,75.78875411
Northern Region,Haryana,Panipat,2022,Q3,13837300,24633921100.885296,29.3912753,76.9771675
Northern Region,Haryana,Rewari,2022,Q3,12015067,19436985212.741524,28.1956468,76.6165179
Northern Region,Haryana,Palwal,2022,Q3,11032395,17956834811.920963,28.1769589,77.37311204
Northern Region,Haryana,Mewat,2022,Q3,10832560,19134475751.357685,27.993178,77.04073903
Northern Region,Haryana,Rohtak,2022,Q3,9939686,18965127888.071278,28.9010899,76.5801935
Northern Region,Haryana,Karnal,2022,Q3,9139842,16912349321.593098,29.6803266,76.9896254
Northern Region,Haryana,Gurgaon,2022,Q4,92493335,107046551341.7809,28.42826235,77.00270015
Northern Region,Haryana,Faridabad,2022,Q4,33161524,49923713557.162994,28.4031478,77.3105561
Northern Region,Haryana,Sonipat,2022,Q4,17683407,32605509131.386883,28.9953758,77.0233627
Northern Region,Haryana,Hisar,2022,Q4,16862076,34368965296.500374,29.08064095,75.78875411
Northern Region,Haryana,Rohtak,2022,Q4,14350357,27248544247.193783,28.9010899,76.5801935
Northern Region,Haryana,Rewari,2022,Q4,13324092,22585777499.591312,28.1956468,76.6165179
Northern Region,Haryana,Palwal,2022,Q4,13114018,21856737361.77354,28.1769589,77.37311204
Northern Region,Haryana,Panipat,2022,Q4,12217738,23682687583.537933,29.3912753,76.9771675
Northern Region,Haryana,Karnal,2022,Q4,12214724,23383107604.307755,29.6803266,76.9896254
Northern Region,Haryana,Mewat,2022,Q4,11181774,20507941017.884888,27.993178,77.04073903
Northern Region,Himachal Pradesh,Solan,2018,Q1,118881,146873607.41695297,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2018,Q1,62061,83269925.3876329,32.166667,76.25
Northern Region,Himachal Pradesh,Shimla,2018,Q1,54161,84375526.97610706,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Mandi,2018,Q1,44169,50308276.313293405,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Chamba,2018,Q1,41138,69091183.95337541,32.518429,76.23086566
Northern Region,Himachal Pradesh,Una,2018,Q1,39070,48375221.958015576,31.583333,76.25
Northern Region,Himachal Pradesh,Sirmaur,2018,Q1,37721,43579534.40144637,30.75,77.5
Northern Region,Himachal Pradesh,Hamirpur,2018,Q1,32709,37506250.25236499,25.75,80.0
Northern Region,Himachal Pradesh,Kullu,2018,Q1,23978,36599342.90480824,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Bilaspur,2018,Q1,21880,20215586.707121648,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Solan,2018,Q2,166516,254576422.9168635,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2018,Q2,97426,172859755.31581038,32.166667,76.25
Northern Region,Himachal Pradesh,Shimla,2018,Q2,82195,162202102.59693143,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Mandi,2018,Q2,58415,85994890.15581088,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Chamba,2018,Q2,55922,125825520.94711924,32.518429,76.23086566
Northern Region,Himachal Pradesh,Sirmaur,2018,Q2,53040,77059907.62248287,30.75,77.5
Northern Region,Himachal Pradesh,Una,2018,Q2,51637,81025669.3259282,31.583333,76.25
Northern Region,Himachal Pradesh,Hamirpur,2018,Q2,41507,63207300.3000073,25.75,80.0
Northern Region,Himachal Pradesh,Kullu,2018,Q2,39948,96624850.44143352,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Bilaspur,2018,Q2,30705,41392933.9580691,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Solan,2018,Q3,229164,373018057.4322363,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2018,Q3,123560,243834956.6313929,32.166667,76.25
Northern Region,Himachal Pradesh,Shimla,2018,Q3,109765,261701779.39463177,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Sirmaur,2018,Q3,78762,124334576.99894318,30.75,77.5
Northern Region,Himachal Pradesh,Mandi,2018,Q3,74604,128941896.30651332,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Una,2018,Q3,73766,150521417.27225596,31.583333,76.25
Northern Region,Himachal Pradesh,Hamirpur,2018,Q3,58022,90529572.1234664,25.75,80.0
Northern Region,Himachal Pradesh,Chamba,2018,Q3,44858,190977335.4683498,32.518429,76.23086566
Northern Region,Himachal Pradesh,Kullu,2018,Q3,40813,95127772.88091436,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Bilaspur,2018,Q3,37993,56133326.966728725,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Solan,2018,Q4,347191,577618789.1056865,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2018,Q4,187764,414603049.9879074,32.166667,76.25
Northern Region,Himachal Pradesh,Shimla,2018,Q4,156832,396860638.04644364,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Sirmaur,2018,Q4,122707,199344353.77429008,30.75,77.5
Northern Region,Himachal Pradesh,Una,2018,Q4,110312,222928340.6712972,31.583333,76.25
Northern Region,Himachal Pradesh,Mandi,2018,Q4,109661,203827486.01186574,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Hamirpur,2018,Q4,76300,146948802.40681252,25.75,80.0
Northern Region,Himachal Pradesh,Kullu,2018,Q4,64285,157752014.91735005,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Chamba,2018,Q4,63298,160650916.98309675,32.518429,76.23086566
Northern Region,Himachal Pradesh,Bilaspur,2018,Q4,51395,92955686.23996082,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Solan,2019,Q1,626201,733453989.2236599,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Shimla,2019,Q1,363648,708861957.1918447,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Kangra,2019,Q1,266655,478900506.53311074,32.166667,76.25
Northern Region,Himachal Pradesh,Sirmaur,2019,Q1,174812,238804557.7773369,30.75,77.5
Northern Region,Himachal Pradesh,Mandi,2019,Q1,167637,287549707.5047521,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Una,2019,Q1,151550,232335414.5268033,31.583333,76.25
Northern Region,Himachal Pradesh,Hamirpur,2019,Q1,126323,189186708.125866,25.75,80.0
Northern Region,Himachal Pradesh,Chamba,2019,Q1,104811,170503559.1379143,32.518429,76.23086566
Northern Region,Himachal Pradesh,Kullu,2019,Q1,92009,187262819.029819,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Bilaspur,2019,Q1,73141,109483745.6606721,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Shimla,2019,Q2,807095,1698682743.209046,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2019,Q2,481957,783011937.8847647,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2019,Q2,295433,591536934.9504749,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2019,Q2,245467,464902888.77251065,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Hamirpur,2019,Q2,150149,270178390.1615547,25.75,80.0
Northern Region,Himachal Pradesh,Kullu,2019,Q2,129068,331174039.37828636,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Sirmaur,2019,Q2,127208,220885809.9785687,30.75,77.5
Northern Region,Himachal Pradesh,Una,2019,Q2,105685,189321647.9190805,31.583333,76.25
Northern Region,Himachal Pradesh,Bilaspur,2019,Q2,68748,128917341.52795482,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Chamba,2019,Q2,62922,128008869.00606377,32.518429,76.23086566
Northern Region,Himachal Pradesh,Shimla,2019,Q3,695970,1981429213.7026682,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2019,Q3,563580,919355818.0941985,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2019,Q3,373339,645470163.0699661,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2019,Q3,262386,545822136.934624,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Hamirpur,2019,Q3,187716,301844559.3146769,25.75,80.0
Northern Region,Himachal Pradesh,Sirmaur,2019,Q3,154972,258531496.7275585,30.75,77.5
Northern Region,Himachal Pradesh,Kullu,2019,Q3,146216,316994313.58457994,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Una,2019,Q3,134630,227364592.3232284,31.583333,76.25
Northern Region,Himachal Pradesh,Bilaspur,2019,Q3,88416,142694743.74010605,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Chamba,2019,Q3,87489,151224161.28503346,32.518429,76.23086566
Northern Region,Himachal Pradesh,Shimla,2019,Q4,900252,2553513821.2140336,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2019,Q4,693523,1168760137.4633098,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2019,Q4,492277,877780658.252526,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2019,Q4,332554,678830304.0119476,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Hamirpur,2019,Q4,258323,429776009.8441242,25.75,80.0
Northern Region,Himachal Pradesh,Kullu,2019,Q4,204518,442222672.1025748,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Sirmaur,2019,Q4,190673,324766028.26129776,30.75,77.5
Northern Region,Himachal Pradesh,Una,2019,Q4,173510,293924768.3295568,31.583333,76.25
Northern Region,Himachal Pradesh,Bilaspur,2019,Q4,114888,204391757.70598233,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Chamba,2019,Q4,111755,196209094.0899575,32.518429,76.23086566
Northern Region,Himachal Pradesh,Shimla,2020,Q1,1115491,2725598845.0394974,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2020,Q1,821088,1293083622.0835805,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2020,Q1,569437,836283217.4197668,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2020,Q1,357222,582031760.1284182,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Hamirpur,2020,Q1,247878,312050564.78676903,25.75,80.0
Northern Region,Himachal Pradesh,Kullu,2020,Q1,245803,451467537.5665263,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Sirmaur,2020,Q1,240485,386990850.03422594,30.75,77.5
Northern Region,Himachal Pradesh,Una,2020,Q1,208785,305641992.38407075,31.583333,76.25
Northern Region,Himachal Pradesh,Bilaspur,2020,Q1,144278,226926312.01782265,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Chamba,2020,Q1,139862,213171894.7803222,32.518429,76.23086566
Northern Region,Himachal Pradesh,Shimla,2020,Q2,1090361,2702081598.463577,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2020,Q2,808170,1165900725.2493396,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2020,Q2,800587,1148113744.7012944,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2020,Q2,476844,764632316.5536959,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Hamirpur,2020,Q2,283099,412476792.8843811,25.75,80.0
Northern Region,Himachal Pradesh,Sirmaur,2020,Q2,281385,405760136.7626385,30.75,77.5
Northern Region,Himachal Pradesh,Una,2020,Q2,271636,407244006.0493055,31.583333,76.25
Northern Region,Himachal Pradesh,Kullu,2020,Q2,211730,311597474.942107,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Chamba,2020,Q2,195242,282218981.7534903,32.518429,76.23086566
Northern Region,Himachal Pradesh,Bilaspur,2020,Q2,191375,284432330.03137827,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Shimla,2020,Q3,1285819,3273522193.6950035,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2020,Q3,1025251,1684944862.9521143,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2020,Q3,874419,1454881898.970782,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2020,Q3,510105,917547335.014626,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Una,2020,Q3,351065,649892231.6889067,31.583333,76.25
Northern Region,Himachal Pradesh,Hamirpur,2020,Q3,330684,570857451.2158681,25.75,80.0
Northern Region,Himachal Pradesh,Sirmaur,2020,Q3,327646,558556837.731833,30.75,77.5
Northern Region,Himachal Pradesh,Kullu,2020,Q3,256926,493361636.48255086,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Chamba,2020,Q3,219469,362005461.96742666,32.518429,76.23086566
Northern Region,Himachal Pradesh,Bilaspur,2020,Q3,202526,342802524.6465795,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Shimla,2020,Q4,1481567,3532549313.2620616,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2020,Q4,1429031,2365446849.233446,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2020,Q4,1184008,2119401487.8765106,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2020,Q4,671714,1247938155.7973926,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Kullu,2020,Q4,468786,964080436.8492869,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Una,2020,Q4,449443,882226488.1512837,31.583333,76.25
Northern Region,Himachal Pradesh,Sirmaur,2020,Q4,443100,785448896.1147676,30.75,77.5
Northern Region,Himachal Pradesh,Hamirpur,2020,Q4,431123,781165089.0953674,25.75,80.0
Northern Region,Himachal Pradesh,Chamba,2020,Q4,304032,507880011.358919,32.518429,76.23086566
Northern Region,Himachal Pradesh,Bilaspur,2020,Q4,275513,518335916.8663252,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Shimla,2021,Q1,1871647,3621617004.9139824,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2021,Q1,1415611,2334165842.866145,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2021,Q1,1122291,2006571077.1134858,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2021,Q1,659769,1258330265.8409514,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Kullu,2021,Q1,550514,1212317567.8071225,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Una,2021,Q1,490374,941158055.3202168,31.583333,76.25
Northern Region,Himachal Pradesh,Sirmaur,2021,Q1,451501,789668056.651283,30.75,77.5
Northern Region,Himachal Pradesh,Hamirpur,2021,Q1,416499,720857278.5633022,25.75,80.0
Northern Region,Himachal Pradesh,Chamba,2021,Q1,273886,510880053.0153754,32.518429,76.23086566
Northern Region,Himachal Pradesh,Bilaspur,2021,Q1,256578,504967322.0491565,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Shimla,2021,Q2,2474329,4402623043.9412,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2021,Q2,1658067,2575741414.5946493,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2021,Q2,1399606,2443026330.2982035,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2021,Q2,832152,1488270045.9430394,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Una,2021,Q2,634078,1174326754.6527784,31.583333,76.25
Northern Region,Himachal Pradesh,Sirmaur,2021,Q2,567339,922354065.2120936,30.75,77.5
Northern Region,Himachal Pradesh,Hamirpur,2021,Q2,551934,946105069.9392335,25.75,80.0
Northern Region,Himachal Pradesh,Kullu,2021,Q2,510109,966612054.8118159,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Chamba,2021,Q2,364270,617691720.4435453,32.518429,76.23086566
Northern Region,Himachal Pradesh,Bilaspur,2021,Q2,322915,613068902.4728887,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Shimla,2021,Q3,3421673,6296627879.774387,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2021,Q3,2183306,3233240074.9271526,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2021,Q3,1671112,2887492721.743307,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2021,Q3,945135,1753985903.702748,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Una,2021,Q3,799861,1417386870.9287395,31.583333,76.25
Northern Region,Himachal Pradesh,Kullu,2021,Q3,730794,1573258668.3417544,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Sirmaur,2021,Q3,681413,1083275309.4275231,30.75,77.5
Northern Region,Himachal Pradesh,Hamirpur,2021,Q3,626711,1085444382.5637474,25.75,80.0
Northern Region,Himachal Pradesh,Chamba,2021,Q3,426381,769418422.8733866,32.518429,76.23086566
Northern Region,Himachal Pradesh,Bilaspur,2021,Q3,364475,689922524.099928,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Shimla,2021,Q4,3957985,7356261501.689669,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2021,Q4,2640011,3757890500.196965,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2021,Q4,2130139,3830143759.599303,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2021,Q4,1092862,2082662004.4459345,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Kullu,2021,Q4,1078809,2242410725.9330144,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Una,2021,Q4,1048351,1936766072.2652125,31.583333,76.25
Northern Region,Himachal Pradesh,Sirmaur,2021,Q4,847647,1363383254.3950417,30.75,77.5
Northern Region,Himachal Pradesh,Hamirpur,2021,Q4,717321,1262408331.5777433,25.75,80.0
Northern Region,Himachal Pradesh,Chamba,2021,Q4,507614,926400609.5746634,32.518429,76.23086566
Northern Region,Himachal Pradesh,Bilaspur,2021,Q4,430870,844889571.9622381,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Shimla,2022,Q1,4441906,7362840550.605638,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2022,Q1,2993489,3959375876.0297637,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2022,Q1,2261593,3907092916.026638,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2022,Q1,1201568,2151083001.502331,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Una,2022,Q1,1164923,2030776988.6375246,31.583333,76.25
Northern Region,Himachal Pradesh,Kullu,2022,Q1,1100232,2108742823.1394384,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Sirmaur,2022,Q1,962227,1517999108.5303912,30.75,77.5
Northern Region,Himachal Pradesh,Hamirpur,2022,Q1,751389,1264679768.7344947,25.75,80.0
Northern Region,Himachal Pradesh,Chamba,2022,Q1,544135,943937757.078062,32.518429,76.23086566
Northern Region,Himachal Pradesh,Bilaspur,2022,Q1,472169,885425010.4453132,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Shimla,2022,Q2,5875215,9396933042.155468,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2022,Q2,3773789,4536385240.154757,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2022,Q2,2984544,4846014285.107853,32.166667,76.25
Northern Region,Himachal Pradesh,Kullu,2022,Q2,1646598,3292385543.331986,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Mandi,2022,Q2,1587222,2699997310.198592,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Una,2022,Q2,1526243,2532127305.66458,31.583333,76.25
Northern Region,Himachal Pradesh,Sirmaur,2022,Q2,1196118,1742899000.9373982,30.75,77.5
Northern Region,Himachal Pradesh,Hamirpur,2022,Q2,1002506,1538456707.4950671,25.75,80.0
Northern Region,Himachal Pradesh,Chamba,2022,Q2,727701,1229468817.252565,32.518429,76.23086566
Northern Region,Himachal Pradesh,Bilaspur,2022,Q2,597379,1083546519.8422945,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Shimla,2022,Q3,8892834,13349267759.063,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Solan,2022,Q3,4064523,4837968887.089856,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kangra,2022,Q3,3342842,5121570350.61087,32.166667,76.25
Northern Region,Himachal Pradesh,Mandi,2022,Q3,1666670,2648674300.7818365,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Chamba,2022,Q3,1270412,1872267055.918766,32.518429,76.23086566
Northern Region,Himachal Pradesh,Sirmaur,2022,Q3,1266132,1769419418.4413247,30.75,77.5
Northern Region,Himachal Pradesh,Una,2022,Q3,1233226,1928978517.8009784,31.583333,76.25
Northern Region,Himachal Pradesh,Kullu,2022,Q3,1202861,2235782785.3480353,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Bilaspur,2022,Q3,936750,1447420350.6150799,31.3380959,76.7611631
Northern Region,Himachal Pradesh,Hamirpur,2022,Q3,934529,1398047775.1680303,25.75,80.0
Northern Region,Himachal Pradesh,Shimla,2022,Q4,9603309,14161042549.708815,31.1041526,77.1709729
Northern Region,Himachal Pradesh,Kangra,2022,Q4,4885938,7430861889.061211,32.166667,76.25
Northern Region,Himachal Pradesh,Solan,2022,Q4,4436709,5065290891.534374,30.92589585,77.08200509
Northern Region,Himachal Pradesh,Kullu,2022,Q4,2047414,3429997134.811536,32.00186325,77.3789964
Northern Region,Himachal Pradesh,Mandi,2022,Q4,1994054,3034367986.1615605,31.6723392,76.95331691
Northern Region,Himachal Pradesh,Sirmaur,2022,Q4,1454224,1991999745.9575925,30.75,77.5
Northern Region,Himachal Pradesh,Una,2022,Q4,1173607,1902311205.0838988,31.583333,76.25
Northern Region,Himachal Pradesh,Hamirpur,2022,Q4,1161191,1732021206.6974392,25.75,80.0
Northern Region,Himachal Pradesh,Chamba,2022,Q4,831315,1292196671.856883,32.518429,76.23086566
Northern Region,Himachal Pradesh,Bilaspur,2022,Q4,622642,1042618597.1158305,31.3380959,76.7611631
Northern Region,Jammu and Kashmir,Poonch,2018,Q1,398963,509120439.3079825,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Baramulla,2018,Q1,83775,44215018.00395158,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2018,Q1,81381,127452979.35873458,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Anantnag,2018,Q1,64478,24885721.231939793,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Budgam,2018,Q1,50748,36218453.70685134,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Srinagar,2018,Q1,47285,62676256.75828372,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Bandipore,2018,Q1,38208,11885513.905010344,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Pulwama,2018,Q1,35793,24777476.308443584,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Kulgam,2018,Q1,23587,9213671.326669723,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Ganderbal,2018,Q1,20571,9107649.670974826,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Poonch,2018,Q2,891298,1627868128.4895806,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Baramulla,2018,Q2,188100,100055918.36977984,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2018,Q2,112434,232232787.92328903,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2018,Q2,92244,140893315.71476018,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Budgam,2018,Q2,89823,77122240.27552341,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2018,Q2,70838,43529509.03427214,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Bandipore,2018,Q2,64888,26799256.945810575,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Pulwama,2018,Q2,54034,53382825.78039837,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ganderbal,2018,Q2,41415,24295329.738405794,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Kulgam,2018,Q2,30822,17711007.626695573,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Poonch,2018,Q3,1189512,2093062576.1870332,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Baramulla,2018,Q3,210619,195960360.05707502,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Srinagar,2018,Q3,154314,270405876.71132636,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Jammu,2018,Q3,145123,376452715.050717,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Bandipore,2018,Q3,87129,60815662.86494814,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Budgam,2018,Q3,74691,120545227.15939458,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2018,Q3,69967,95642801.11475599,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Pulwama,2018,Q3,65491,93861999.52986418,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ganderbal,2018,Q3,52136,55650497.72050136,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2018,Q3,37014,92258254.83476217,33.0,75.166667
Northern Region,Jammu and Kashmir,Poonch,2018,Q4,1642053,2992752160.889104,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Jammu,2018,Q4,226829,670989049.2596997,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2018,Q4,144970,329216330.48735344,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2018,Q4,109702,212164676.56823462,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Anantnag,2018,Q4,79193,110778790.88365649,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Budgam,2018,Q4,75940,175490225.93721515,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Kathua,2018,Q4,50640,115344936.11363688,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Udhampur,2018,Q4,50056,158443928.52744907,33.0,75.166667
Northern Region,Jammu and Kashmir,Kupwara,2018,Q4,46637,155148129.95113623,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Pulwama,2018,Q4,43706,109777843.14790586,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Poonch,2019,Q1,1923655,2702486522.9746447,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Jammu,2019,Q1,336553,880021398.3075252,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Srinagar,2019,Q1,310516,595281412.755115,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2019,Q1,164873,235373167.04939288,34.20500565,74.36221081
