Region,State,Pincode,Year,Quarter,Registered_user
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2019,Q3,18290
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2019,Q3,3618
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2019,Q3,1908
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2019,Q3,1044
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2019,Q3,463
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2019,Q3,176
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2019,Q4,97116
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2019,Q4,46041
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2019,Q4,25932
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2019,Q4,20689
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2019,Q4,3953
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2019,Q4,2041
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2019,Q4,1138
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2019,Q4,497
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2019,Q4,191
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2020,Q1,107112
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2020,Q1,50829
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2020,Q1,28959
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2020,Q1,23143
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2020,Q1,4269
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2020,Q1,2223
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2020,Q1,1217
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2020,Q1,541
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2020,Q1,203
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2020,Q2,119858
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2020,Q2,56796
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2020,Q2,32569
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2020,Q2,26145
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2020,Q2,4635
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2020,Q2,2541
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2020,Q2,1398
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2020,Q2,651
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2020,Q2,221
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2020,Q3,131460
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2020,Q3,61967
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2020,Q3,35428
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2020,Q3,28723
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2020,Q3,5010
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2020,Q3,2821
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2020,Q3,1581
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2020,Q3,713
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2020,Q3,243
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2020,Q4,145541
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2020,Q4,68594
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2020,Q4,39109
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2020,Q4,31891
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2020,Q4,5447
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2020,Q4,3079
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2020,Q4,1750
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2020,Q4,808
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2020,Q4,274
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2021,Q1,157679
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2021,Q1,74340
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2021,Q1,42510
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2021,Q1,34583
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2021,Q1,5885
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2021,Q1,3337
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2021,Q1,1890
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2021,Q1,878
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2021,Q1,294
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2021,Q2,169433
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2021,Q2,79673
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2021,Q2,45646
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2021,Q2,37083
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2021,Q2,6307
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2021,Q2,3577
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2021,Q2,2027
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2021,Q2,939
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2021,Q2,309
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2021,Q3,182708
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2021,Q3,85704
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2021,Q3,49261
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2021,Q3,40023
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2021,Q3,6787
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2021,Q3,3850
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2021,Q3,2189
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2021,Q3,1011
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2021,Q3,341
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2021,Q4,196135
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2021,Q4,91807
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2021,Q4,52915
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2021,Q4,42975
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2021,Q4,7231
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2021,Q4,4107
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2021,Q4,2349
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2021,Q4,1084
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2021,Q4,360
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2022,Q1,208830
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2022,Q1,97488
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2022,Q1,56396
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2022,Q1,45747
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2022,Q1,7714
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2022,Q1,4360
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2022,Q1,2504
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2022,Q1,1145
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2022,Q1,386
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2022,Q2,220980
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2022,Q2,103014
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2022,Q2,59641
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2022,Q2,48364
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2022,Q2,8149
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2022,Q2,4611
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2022,Q2,2642
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2022,Q2,1206
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2022,Q2,409
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2022,Q3,233674
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2022,Q3,108872
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2022,Q3,63078
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2022,Q3,51249
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2022,Q3,8564
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2022,Q3,4883
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2022,Q3,2790
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2022,Q3,1269
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2022,Q3,428
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2022,Q4,246264
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2022,Q4,114561
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2022,Q4,66595
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2022,Q4,53953
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2022,Q4,8942
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2022,Q4,5114
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2022,Q4,2925
Western Region,Dadra and Nagar Haveli and Daman and Diu,396220,2022,Q4,1325
Western Region,Dadra and Nagar Haveli and Daman and Diu,362570,2022,Q4,446
Northern Region,Delhi,110059,2018,Q1,95496
Northern Region,Delhi,110092,2018,Q1,83600
Northern Region,Delhi,110085,2018,Q1,61333
Northern Region,Delhi,110086,2018,Q1,59970
Northern Region,Delhi,110044,2018,Q1,55765
Northern Region,Delhi,110096,2018,Q1,50625
Northern Region,Delhi,110041,2018,Q1,47451
Northern Region,Delhi,110043,2018,Q1,46307
Northern Region,Delhi,110084,2018,Q1,44143
Northern Region,Delhi,110042,2018,Q1,42647
Northern Region,Delhi,110059,2018,Q2,124901
Northern Region,Delhi,110092,2018,Q2,108175
Northern Region,Delhi,110086,2018,Q2,79557
Northern Region,Delhi,110085,2018,Q2,79225
Northern Region,Delhi,110044,2018,Q2,73732
Northern Region,Delhi,110096,2018,Q2,66744
Northern Region,Delhi,110041,2018,Q2,63649
Northern Region,Delhi,110043,2018,Q2,60887
Northern Region,Delhi,110084,2018,Q2,57380
Northern Region,Delhi,110042,2018,Q2,56366
Northern Region,Delhi,110059,2018,Q3,156028
Northern Region,Delhi,110092,2018,Q3,136676
Northern Region,Delhi,110085,2018,Q3,101332
Northern Region,Delhi,110086,2018,Q3,100850
Northern Region,Delhi,110044,2018,Q3,91279
Northern Region,Delhi,110096,2018,Q3,84164
Northern Region,Delhi,110041,2018,Q3,80112
Northern Region,Delhi,110043,2018,Q3,74435
Northern Region,Delhi,110084,2018,Q3,71154
Northern Region,Delhi,110042,2018,Q3,71056
Northern Region,Delhi,110059,2018,Q4,206537
Northern Region,Delhi,110092,2018,Q4,177133
Northern Region,Delhi,110086,2018,Q4,133412
Northern Region,Delhi,110085,2018,Q4,132600
Northern Region,Delhi,110044,2018,Q4,121802
Northern Region,Delhi,110096,2018,Q4,114255
Northern Region,Delhi,110041,2018,Q4,106984
Northern Region,Delhi,110043,2018,Q4,98358
Northern Region,Delhi,110042,2018,Q4,95335
Northern Region,Delhi,110094,2018,Q4,94322
Northern Region,Delhi,110059,2019,Q1,246566
Northern Region,Delhi,110092,2019,Q1,206805
Northern Region,Delhi,110086,2019,Q1,158267
Northern Region,Delhi,110085,2019,Q1,152640
Northern Region,Delhi,110044,2019,Q1,145716
Northern Region,Delhi,110096,2019,Q1,135423
Northern Region,Delhi,110041,2019,Q1,129476
Northern Region,Delhi,110043,2019,Q1,117835
Northern Region,Delhi,110094,2019,Q1,114562
Northern Region,Delhi,110042,2019,Q1,113898
Northern Region,Delhi,110059,2019,Q2,274593
Northern Region,Delhi,110092,2019,Q2,228546
Northern Region,Delhi,110086,2019,Q2,177199
Northern Region,Delhi,110085,2019,Q2,167307
Northern Region,Delhi,110044,2019,Q2,162716
Northern Region,Delhi,110096,2019,Q2,150097
Northern Region,Delhi,110041,2019,Q2,146820
Northern Region,Delhi,110043,2019,Q2,131498
Northern Region,Delhi,110094,2019,Q2,130660
Northern Region,Delhi,110042,2019,Q2,129008
Northern Region,Delhi,110059,2019,Q3,300007
Northern Region,Delhi,110092,2019,Q3,248727
Northern Region,Delhi,110086,2019,Q3,194575
Northern Region,Delhi,110085,2019,Q3,180186
Northern Region,Delhi,110044,2019,Q3,178410
Northern Region,Delhi,110096,2019,Q3,164301
Northern Region,Delhi,110041,2019,Q3,163228
Northern Region,Delhi,110001,2019,Q3,148352
Northern Region,Delhi,110094,2019,Q3,146798
Northern Region,Delhi,110043,2019,Q3,144276
Northern Region,Delhi,110059,2019,Q4,320535
Northern Region,Delhi,110092,2019,Q4,264380
Northern Region,Delhi,110086,2019,Q4,209488
Northern Region,Delhi,110044,2019,Q4,192424
Northern Region,Delhi,110085,2019,Q4,189774
Northern Region,Delhi,110041,2019,Q4,177838
Northern Region,Delhi,110096,2019,Q4,176194
Northern Region,Delhi,110094,2019,Q4,161096
Northern Region,Delhi,110001,2019,Q4,160180
Northern Region,Delhi,110053,2019,Q4,156000
Northern Region,Delhi,110059,2020,Q1,342152
Northern Region,Delhi,110092,2020,Q1,280039
Northern Region,Delhi,110086,2020,Q1,226703
Northern Region,Delhi,110044,2020,Q1,207511
Northern Region,Delhi,110085,2020,Q1,200098
Northern Region,Delhi,110041,2020,Q1,194243
Northern Region,Delhi,110096,2020,Q1,187975
Northern Region,Delhi,110094,2020,Q1,175645
Northern Region,Delhi,110001,2020,Q1,171087
Northern Region,Delhi,110053,2020,Q1,170522
Northern Region,Delhi,110059,2020,Q2,365614
Northern Region,Delhi,110092,2020,Q2,295000
Northern Region,Delhi,110086,2020,Q2,246312
Northern Region,Delhi,110044,2020,Q2,223161
Northern Region,Delhi,110041,2020,Q2,211987
Northern Region,Delhi,110085,2020,Q2,211869
Northern Region,Delhi,110096,2020,Q2,199631
Northern Region,Delhi,110094,2020,Q2,192135
Northern Region,Delhi,110053,2020,Q2,186853
Northern Region,Delhi,110042,2020,Q2,186007
Northern Region,Delhi,110059,2020,Q3,393571
Northern Region,Delhi,110092,2020,Q3,314384
Northern Region,Delhi,110086,2020,Q3,267186
Northern Region,Delhi,110044,2020,Q3,240937
Northern Region,Delhi,110041,2020,Q3,231602
Northern Region,Delhi,110085,2020,Q3,225882
Northern Region,Delhi,110096,2020,Q3,213595
Northern Region,Delhi,110094,2020,Q3,210508
Northern Region,Delhi,110053,2020,Q3,205752
Northern Region,Delhi,110042,2020,Q3,202151
Northern Region,Delhi,110059,2020,Q4,423149
Northern Region,Delhi,110092,2020,Q4,335783
Northern Region,Delhi,110086,2020,Q4,288308
Northern Region,Delhi,110044,2020,Q4,259476
Northern Region,Delhi,110041,2020,Q4,252304
Northern Region,Delhi,110085,2020,Q4,241334
Northern Region,Delhi,110094,2020,Q4,230259
Northern Region,Delhi,110096,2020,Q4,228635
Northern Region,Delhi,110053,2020,Q4,226890
Northern Region,Delhi,110042,2020,Q4,219941
Northern Region,Delhi,110059,2021,Q1,454201
Northern Region,Delhi,110092,2021,Q1,359376
Northern Region,Delhi,110086,2021,Q1,310419
Northern Region,Delhi,110044,2021,Q1,278606
Northern Region,Delhi,110041,2021,Q1,272303
Northern Region,Delhi,110085,2021,Q1,257921
Northern Region,Delhi,110094,2021,Q1,248570
Northern Region,Delhi,110053,2021,Q1,245562
Northern Region,Delhi,110096,2021,Q1,245046
Northern Region,Delhi,110042,2021,Q1,237271
Northern Region,Delhi,110059,2021,Q2,485328
Northern Region,Delhi,110092,2021,Q2,383095
Northern Region,Delhi,110086,2021,Q2,332618
Northern Region,Delhi,110044,2021,Q2,297678
Northern Region,Delhi,110041,2021,Q2,291909
Northern Region,Delhi,110085,2021,Q2,275085
Northern Region,Delhi,110094,2021,Q2,266143
Northern Region,Delhi,110053,2021,Q2,262977
Northern Region,Delhi,110096,2021,Q2,261791
Northern Region,Delhi,110042,2021,Q2,254105
Northern Region,Delhi,110059,2021,Q3,520096
Northern Region,Delhi,110092,2021,Q3,409520
Northern Region,Delhi,110086,2021,Q3,357590
Northern Region,Delhi,110044,2021,Q3,319096
Northern Region,Delhi,110041,2021,Q3,314015
Northern Region,Delhi,110085,2021,Q3,293937
Northern Region,Delhi,110094,2021,Q3,285714
Northern Region,Delhi,110053,2021,Q3,282380
Northern Region,Delhi,110096,2021,Q3,280334
Northern Region,Delhi,110042,2021,Q3,273110
Northern Region,Delhi,110059,2021,Q4,555449
Northern Region,Delhi,110092,2021,Q4,436075
Northern Region,Delhi,110086,2021,Q4,382858
Northern Region,Delhi,110044,2021,Q4,340833
Northern Region,Delhi,110041,2021,Q4,336405
Northern Region,Delhi,110085,2021,Q4,312819
Northern Region,Delhi,110094,2021,Q4,305422
Northern Region,Delhi,110053,2021,Q4,301988
Northern Region,Delhi,110096,2021,Q4,299233
Northern Region,Delhi,110042,2021,Q4,292597
Northern Region,Delhi,110059,2022,Q1,588266
Northern Region,Delhi,110092,2022,Q1,460951
Northern Region,Delhi,110086,2022,Q1,406863
Northern Region,Delhi,110044,2022,Q1,361314
Northern Region,Delhi,110041,2022,Q1,357509
Northern Region,Delhi,110085,2022,Q1,330413
Northern Region,Delhi,110094,2022,Q1,324145
Northern Region,Delhi,110053,2022,Q1,320362
Northern Region,Delhi,110096,2022,Q1,316906
Northern Region,Delhi,110042,2022,Q1,310672
Northern Region,Delhi,110059,2022,Q2,619737
Northern Region,Delhi,110092,2022,Q2,484816
Northern Region,Delhi,110086,2022,Q2,429566
Northern Region,Delhi,110044,2022,Q2,381041
Northern Region,Delhi,110041,2022,Q2,377721
Northern Region,Delhi,110085,2022,Q2,347243
Northern Region,Delhi,110094,2022,Q2,341936
Northern Region,Delhi,110053,2022,Q2,337770
Northern Region,Delhi,110096,2022,Q2,333973
Northern Region,Delhi,110042,2022,Q2,328052
Northern Region,Delhi,110059,2022,Q3,652328
Northern Region,Delhi,110092,2022,Q3,509260
Northern Region,Delhi,110086,2022,Q3,453393
Northern Region,Delhi,110044,2022,Q3,401386
Northern Region,Delhi,110041,2022,Q3,398712
Northern Region,Delhi,110085,2022,Q3,364644
Northern Region,Delhi,110094,2022,Q3,360554
Northern Region,Delhi,110053,2022,Q3,356138
Northern Region,Delhi,110096,2022,Q3,351480
Northern Region,Delhi,110042,2022,Q3,346285
Northern Region,Delhi,110059,2022,Q4,685596
Northern Region,Delhi,110092,2022,Q4,534009
Northern Region,Delhi,110086,2022,Q4,477514
Northern Region,Delhi,110044,2022,Q4,422192
Northern Region,Delhi,110041,2022,Q4,419823
Northern Region,Delhi,110085,2022,Q4,382113
Northern Region,Delhi,110094,2022,Q4,379346
Northern Region,Delhi,110053,2022,Q4,374689
Northern Region,Delhi,110096,2022,Q4,369272
Northern Region,Delhi,110042,2022,Q4,364573
Southern Region,Goa,403516,2018,Q1,6466
Southern Region,Goa,403601,2018,Q1,5251
Southern Region,Goa,403001,2018,Q1,5240
Southern Region,Goa,403401,2018,Q1,5138
Southern Region,Goa,403802,2018,Q1,3850
Southern Region,Goa,403722,2018,Q1,3844
Southern Region,Goa,403507,2018,Q1,3831
Southern Region,Goa,403521,2018,Q1,2841
Southern Region,Goa,403515,2018,Q1,2443
Southern Region,Goa,403509,2018,Q1,2386
Southern Region,Goa,403516,2018,Q2,8301
Southern Region,Goa,403001,2018,Q2,7089
Southern Region,Goa,403601,2018,Q2,6974
Southern Region,Goa,403401,2018,Q2,6685
Southern Region,Goa,403722,2018,Q2,5343
Southern Region,Goa,403802,2018,Q2,5119
Southern Region,Goa,403507,2018,Q2,4991
Southern Region,Goa,403521,2018,Q2,3804
Southern Region,Goa,403515,2018,Q2,3277
Southern Region,Goa,403509,2018,Q2,3077
Southern Region,Goa,403516,2018,Q3,9997
Southern Region,Goa,403001,2018,Q3,8932
Southern Region,Goa,403601,2018,Q3,8721
Southern Region,Goa,403401,2018,Q3,8256
Southern Region,Goa,403722,2018,Q3,7084
Southern Region,Goa,403802,2018,Q3,6453
Southern Region,Goa,403507,2018,Q3,6272
Southern Region,Goa,403521,2018,Q3,4797
Southern Region,Goa,403515,2018,Q3,4153
Southern Region,Goa,403801,2018,Q3,3775
Southern Region,Goa,403516,2018,Q4,12486
Southern Region,Goa,403001,2018,Q4,11471
Southern Region,Goa,403601,2018,Q4,10977
Southern Region,Goa,403401,2018,Q4,10356
Southern Region,Goa,403722,2018,Q4,9148
Southern Region,Goa,403802,2018,Q4,8151
Southern Region,Goa,403507,2018,Q4,7980
Southern Region,Goa,403521,2018,Q4,6106
Southern Region,Goa,403515,2018,Q4,5194
Southern Region,Goa,403509,2018,Q4,4753
Southern Region,Goa,403516,2019,Q1,15021
Southern Region,Goa,403001,2019,Q1,14063
Southern Region,Goa,403601,2019,Q1,13406
Southern Region,Goa,403401,2019,Q1,12431
Southern Region,Goa,403722,2019,Q1,11012
Southern Region,Goa,403802,2019,Q1,9859
Southern Region,Goa,403507,2019,Q1,9777
Southern Region,Goa,403521,2019,Q1,7471
Southern Region,Goa,403515,2019,Q1,6247
Southern Region,Goa,403512,2019,Q1,5763
Southern Region,Goa,403516,2019,Q2,17020
Southern Region,Goa,403001,2019,Q2,16546
Southern Region,Goa,403601,2019,Q2,15906
Southern Region,Goa,403401,2019,Q2,14462
Southern Region,Goa,403722,2019,Q2,12443
Southern Region,Goa,403802,2019,Q2,11642
Southern Region,Goa,403507,2019,Q2,11602
Southern Region,Goa,403521,2019,Q2,8708
Southern Region,Goa,403515,2019,Q2,7164
Southern Region,Goa,403512,2019,Q2,6805
Southern Region,Goa,403516,2019,Q3,19191
Southern Region,Goa,403001,2019,Q3,18952
Southern Region,Goa,403601,2019,Q3,18205
Southern Region,Goa,403401,2019,Q3,16425
Southern Region,Goa,403722,2019,Q3,13795
Southern Region,Goa,403507,2019,Q3,13252
Southern Region,Goa,403802,2019,Q3,13185
Southern Region,Goa,403521,2019,Q3,10022
Southern Region,Goa,403515,2019,Q3,8059
Southern Region,Goa,403512,2019,Q3,7853
Southern Region,Goa,403516,2019,Q4,21230
Southern Region,Goa,403001,2019,Q4,20952
Southern Region,Goa,403601,2019,Q4,20128
Southern Region,Goa,403401,2019,Q4,18284
Southern Region,Goa,403722,2019,Q4,15231
Southern Region,Goa,403507,2019,Q4,14800
Southern Region,Goa,403802,2019,Q4,14490
Southern Region,Goa,403521,2019,Q4,11139
Southern Region,Goa,403515,2019,Q4,8917
Southern Region,Goa,403512,2019,Q4,8854
Southern Region,Goa,403516,2020,Q1,23160
Southern Region,Goa,403001,2020,Q1,22905
Southern Region,Goa,403601,2020,Q1,22252
Southern Region,Goa,403401,2020,Q1,20276
Southern Region,Goa,403722,2020,Q1,16611
Southern Region,Goa,403507,2020,Q1,16487
Southern Region,Goa,403802,2020,Q1,16084
Southern Region,Goa,403521,2020,Q1,12266
Southern Region,Goa,403512,2020,Q1,9989
Southern Region,Goa,403515,2020,Q1,9727
Southern Region,Goa,403001,2020,Q2,24693
Southern Region,Goa,403601,2020,Q2,24596
Southern Region,Goa,403516,2020,Q2,24526
Southern Region,Goa,403401,2020,Q2,22379
Southern Region,Goa,403507,2020,Q2,18333
Southern Region,Goa,403722,2020,Q2,17947
Southern Region,Goa,403802,2020,Q2,17824
Southern Region,Goa,403521,2020,Q2,13409
Southern Region,Goa,403512,2020,Q2,11037
Southern Region,Goa,403515,2020,Q2,10353
Southern Region,Goa,403601,2020,Q3,27208
Southern Region,Goa,403001,2020,Q3,26737
Southern Region,Goa,403516,2020,Q3,26198
Southern Region,Goa,403401,2020,Q3,24797
Southern Region,Goa,403507,2020,Q3,20441
Southern Region,Goa,403802,2020,Q3,19674
Southern Region,Goa,403722,2020,Q3,19552
Southern Region,Goa,403521,2020,Q3,14524
Southern Region,Goa,403512,2020,Q3,12307
Southern Region,Goa,403515,2020,Q3,11111
Southern Region,Goa,403601,2020,Q4,30363
Southern Region,Goa,403001,2020,Q4,29484
Southern Region,Goa,403516,2020,Q4,28745
Southern Region,Goa,403401,2020,Q4,27577
Southern Region,Goa,403507,2020,Q4,22919
Southern Region,Goa,403802,2020,Q4,21866
Southern Region,Goa,403722,2020,Q4,21365
Southern Region,Goa,403521,2020,Q4,16004
Southern Region,Goa,403512,2020,Q4,13802
Southern Region,Goa,403515,2020,Q4,12169
Southern Region,Goa,403601,2021,Q1,32812
Southern Region,Goa,403001,2021,Q1,31639
Southern Region,Goa,403516,2021,Q1,31109
Southern Region,Goa,403401,2021,Q1,29759
Southern Region,Goa,403507,2021,Q1,24789
Southern Region,Goa,403802,2021,Q1,23590
Southern Region,Goa,403722,2021,Q1,23019
Southern Region,Goa,403521,2021,Q1,17278
Southern Region,Goa,403512,2021,Q1,15009
Southern Region,Goa,403515,2021,Q1,13117
Southern Region,Goa,403601,2021,Q2,35016
Southern Region,Goa,403001,2021,Q2,33753
Southern Region,Goa,403516,2021,Q2,33166
Southern Region,Goa,403401,2021,Q2,31770
Southern Region,Goa,403507,2021,Q2,26546
Southern Region,Goa,403802,2021,Q2,25160
Southern Region,Goa,403722,2021,Q2,24578
Southern Region,Goa,403521,2021,Q2,18403
Southern Region,Goa,403512,2021,Q2,16035
Southern Region,Goa,403515,2021,Q2,13992
Southern Region,Goa,403601,2021,Q3,37507
Southern Region,Goa,403001,2021,Q3,36113
Southern Region,Goa,403516,2021,Q3,35395
Southern Region,Goa,403401,2021,Q3,34083
Southern Region,Goa,403507,2021,Q3,28444
Southern Region,Goa,403802,2021,Q3,26955
Southern Region,Goa,403722,2021,Q3,26342
Southern Region,Goa,403521,2021,Q3,19690
Southern Region,Goa,403512,2021,Q3,17249
Southern Region,Goa,403515,2021,Q3,14917
Southern Region,Goa,403601,2021,Q4,39985
Southern Region,Goa,403001,2021,Q4,38489
Southern Region,Goa,403516,2021,Q4,37615
Southern Region,Goa,403401,2021,Q4,36388
Southern Region,Goa,403507,2021,Q4,30339
Southern Region,Goa,403802,2021,Q4,28748
Southern Region,Goa,403722,2021,Q4,28215
Southern Region,Goa,403521,2021,Q4,20963
Southern Region,Goa,403512,2021,Q4,18476
Southern Region,Goa,403515,2021,Q4,15851
Southern Region,Goa,403601,2022,Q1,42284
Southern Region,Goa,403001,2022,Q1,40658
Southern Region,Goa,403516,2022,Q1,39737
Southern Region,Goa,403401,2022,Q1,38530
Southern Region,Goa,403507,2022,Q1,32152
Southern Region,Goa,403802,2022,Q1,30460
Southern Region,Goa,403722,2022,Q1,29946
Southern Region,Goa,403521,2022,Q1,22153
Southern Region,Goa,403512,2022,Q1,19621
Southern Region,Goa,403515,2022,Q1,16746
Southern Region,Goa,403601,2022,Q2,44524
Southern Region,Goa,403001,2022,Q2,42745
Southern Region,Goa,403516,2022,Q2,41711
Southern Region,Goa,403401,2022,Q2,40592
Southern Region,Goa,403507,2022,Q2,33849
Southern Region,Goa,403802,2022,Q2,32057
Southern Region,Goa,403722,2022,Q2,31588
Southern Region,Goa,403521,2022,Q2,23291
Southern Region,Goa,403512,2022,Q2,20688
Southern Region,Goa,403515,2022,Q2,17575
Southern Region,Goa,403601,2022,Q3,46781
Southern Region,Goa,403001,2022,Q3,44871
Southern Region,Goa,403516,2022,Q3,43715
Southern Region,Goa,403401,2022,Q3,42722
Southern Region,Goa,403507,2022,Q3,35584
Southern Region,Goa,403802,2022,Q3,33724
