Region,State,Pincode,Year,Quarter,Registered_user
Eastern Region,Jharkhand,834002,2021,Q1,64001
Eastern Region,Jharkhand,832108,2021,Q1,59500
Eastern Region,Jharkhand,832107,2021,Q1,52876
Eastern Region,Jharkhand,825409,2021,Q1,52059
Eastern Region,Jharkhand,834001,2021,Q2,244918
Eastern Region,Jharkhand,826001,2021,Q2,120936
Eastern Region,Jharkhand,827013,2021,Q2,99483
Eastern Region,Jharkhand,815353,2021,Q2,86679
Eastern Region,Jharkhand,831001,2021,Q2,80242
Eastern Region,Jharkhand,825303,2021,Q2,78418
Eastern Region,Jharkhand,834002,2021,Q2,68322
Eastern Region,Jharkhand,832108,2021,Q2,63618
Eastern Region,Jharkhand,832107,2021,Q2,56542
Eastern Region,Jharkhand,825409,2021,Q2,55831
Eastern Region,Jharkhand,834001,2021,Q3,262227
Eastern Region,Jharkhand,826001,2021,Q3,129475
Eastern Region,Jharkhand,827013,2021,Q3,106574
Eastern Region,Jharkhand,815353,2021,Q3,94024
Eastern Region,Jharkhand,831001,2021,Q3,85789
Eastern Region,Jharkhand,825303,2021,Q3,84208
Eastern Region,Jharkhand,834002,2021,Q3,73117
Eastern Region,Jharkhand,832108,2021,Q3,68282
Eastern Region,Jharkhand,832107,2021,Q3,60699
Eastern Region,Jharkhand,825409,2021,Q3,60264
Eastern Region,Jharkhand,834001,2021,Q4,279897
Eastern Region,Jharkhand,826001,2021,Q4,138132
Eastern Region,Jharkhand,827013,2021,Q4,113698
Eastern Region,Jharkhand,815353,2021,Q4,101090
Eastern Region,Jharkhand,831001,2021,Q4,91432
Eastern Region,Jharkhand,825303,2021,Q4,90123
Eastern Region,Jharkhand,834002,2021,Q4,77941
Eastern Region,Jharkhand,832108,2021,Q4,72950
Eastern Region,Jharkhand,832107,2021,Q4,64891
Eastern Region,Jharkhand,825409,2021,Q4,64659
Eastern Region,Jharkhand,834001,2022,Q1,296441
Eastern Region,Jharkhand,826001,2022,Q1,146243
Eastern Region,Jharkhand,827013,2022,Q1,120585
Eastern Region,Jharkhand,815353,2022,Q1,108014
Eastern Region,Jharkhand,831001,2022,Q1,96699
Eastern Region,Jharkhand,825303,2022,Q1,95743
Eastern Region,Jharkhand,834002,2022,Q1,82470
Eastern Region,Jharkhand,832108,2022,Q1,77368
Eastern Region,Jharkhand,825409,2022,Q1,68925
Eastern Region,Jharkhand,832107,2022,Q1,68755
Eastern Region,Jharkhand,834001,2022,Q2,312393
Eastern Region,Jharkhand,826001,2022,Q2,154052
Eastern Region,Jharkhand,827013,2022,Q2,127298
Eastern Region,Jharkhand,815353,2022,Q2,114546
Eastern Region,Jharkhand,831001,2022,Q2,101772
Eastern Region,Jharkhand,825303,2022,Q2,101120
Eastern Region,Jharkhand,834002,2022,Q2,86847
Eastern Region,Jharkhand,832108,2022,Q2,81602
Eastern Region,Jharkhand,825409,2022,Q2,72941
Eastern Region,Jharkhand,832107,2022,Q2,72439
Eastern Region,Jharkhand,834001,2022,Q3,329046
Eastern Region,Jharkhand,826001,2022,Q3,162195
Eastern Region,Jharkhand,827013,2022,Q3,134187
Eastern Region,Jharkhand,815353,2022,Q3,121429
Eastern Region,Jharkhand,831001,2022,Q3,107039
Eastern Region,Jharkhand,825303,2022,Q3,106810
Eastern Region,Jharkhand,834002,2022,Q3,91392
Eastern Region,Jharkhand,832108,2022,Q3,86036
Eastern Region,Jharkhand,825409,2022,Q3,77097
Eastern Region,Jharkhand,832107,2022,Q3,76283
Eastern Region,Jharkhand,834001,2022,Q4,345775
Eastern Region,Jharkhand,826001,2022,Q4,170390
Eastern Region,Jharkhand,827013,2022,Q4,141023
Eastern Region,Jharkhand,815353,2022,Q4,127685
Eastern Region,Jharkhand,825303,2022,Q4,112498
Eastern Region,Jharkhand,831001,2022,Q4,112288
Eastern Region,Jharkhand,834002,2022,Q4,95925
Eastern Region,Jharkhand,832108,2022,Q4,90318
Eastern Region,Jharkhand,825409,2022,Q4,81101
Eastern Region,Jharkhand,832107,2022,Q4,80065
Southern Region,Karnataka,560068,2018,Q1,98487
Southern Region,Karnataka,560037,2018,Q1,75304
Southern Region,Karnataka,560076,2018,Q1,65302
Southern Region,Karnataka,560100,2018,Q1,61796
Southern Region,Karnataka,560078,2018,Q1,61759
Southern Region,Karnataka,560043,2018,Q1,48734
Southern Region,Karnataka,560066,2018,Q1,46324
Southern Region,Karnataka,560064,2018,Q1,42625
Southern Region,Karnataka,560058,2018,Q1,42501
Southern Region,Karnataka,560103,2018,Q1,42384
Southern Region,Karnataka,560068,2018,Q2,128921
Southern Region,Karnataka,560037,2018,Q2,93771
Southern Region,Karnataka,560076,2018,Q2,84767
Southern Region,Karnataka,560078,2018,Q2,81415
Southern Region,Karnataka,560100,2018,Q2,80283
Southern Region,Karnataka,560043,2018,Q2,64104
Southern Region,Karnataka,560066,2018,Q2,59501
Southern Region,Karnataka,560058,2018,Q2,58732
Southern Region,Karnataka,560064,2018,Q2,56605
Southern Region,Karnataka,560103,2018,Q2,54689
Southern Region,Karnataka,560068,2018,Q3,158659
Southern Region,Karnataka,560037,2018,Q3,112074
Southern Region,Karnataka,560076,2018,Q3,103108
Southern Region,Karnataka,560078,2018,Q3,100291
Southern Region,Karnataka,560100,2018,Q3,98779
Southern Region,Karnataka,560043,2018,Q3,78779
Southern Region,Karnataka,560058,2018,Q3,74965
Southern Region,Karnataka,560066,2018,Q3,72460
Southern Region,Karnataka,560064,2018,Q3,70258
Southern Region,Karnataka,560091,2018,Q3,69754
Southern Region,Karnataka,560068,2018,Q4,201605
Southern Region,Karnataka,560037,2018,Q4,137280
Southern Region,Karnataka,560076,2018,Q4,132105
Southern Region,Karnataka,560078,2018,Q4,130681
Southern Region,Karnataka,560100,2018,Q4,124803
Southern Region,Karnataka,560043,2018,Q4,103571
Southern Region,Karnataka,560058,2018,Q4,98214
Southern Region,Karnataka,560091,2018,Q4,93071
Southern Region,Karnataka,560064,2018,Q4,91185
Southern Region,Karnataka,560066,2018,Q4,91000
Southern Region,Karnataka,560068,2019,Q1,237280
Southern Region,Karnataka,560078,2019,Q1,157977
Southern Region,Karnataka,560076,2019,Q1,157367
Southern Region,Karnataka,560037,2019,Q1,156716
Southern Region,Karnataka,560100,2019,Q1,145990
Southern Region,Karnataka,560043,2019,Q1,126199
Southern Region,Karnataka,560058,2019,Q1,120584
Southern Region,Karnataka,560091,2019,Q1,115911
Southern Region,Karnataka,560064,2019,Q1,110644
Southern Region,Karnataka,560079,2019,Q1,109287
Southern Region,Karnataka,560068,2019,Q2,263531
Southern Region,Karnataka,560078,2019,Q2,178837
Southern Region,Karnataka,560076,2019,Q2,176066
Southern Region,Karnataka,560037,2019,Q2,170073
Southern Region,Karnataka,560100,2019,Q2,161939
Southern Region,Karnataka,560043,2019,Q2,143778
Southern Region,Karnataka,560058,2019,Q2,138060
Southern Region,Karnataka,560091,2019,Q2,134585
Southern Region,Karnataka,560064,2019,Q2,126663
Southern Region,Karnataka,560079,2019,Q2,125493
Southern Region,Karnataka,560068,2019,Q3,289417
Southern Region,Karnataka,560078,2019,Q3,200025
Southern Region,Karnataka,560076,2019,Q3,194819
Southern Region,Karnataka,560037,2019,Q3,182526
Southern Region,Karnataka,560100,2019,Q3,177026
Southern Region,Karnataka,560043,2019,Q3,161899
Southern Region,Karnataka,560058,2019,Q3,155618
Southern Region,Karnataka,560091,2019,Q3,152819
Southern Region,Karnataka,560064,2019,Q3,143378
Southern Region,Karnataka,560079,2019,Q3,141222
Southern Region,Karnataka,560068,2019,Q4,313673
Southern Region,Karnataka,560078,2019,Q4,218317
Southern Region,Karnataka,560076,2019,Q4,211683
Southern Region,Karnataka,560037,2019,Q4,193752
Southern Region,Karnataka,560100,2019,Q4,191154
Southern Region,Karnataka,560043,2019,Q4,177784
Southern Region,Karnataka,560058,2019,Q4,172754
Southern Region,Karnataka,560091,2019,Q4,170454
Southern Region,Karnataka,560064,2019,Q4,157979
Southern Region,Karnataka,560079,2019,Q4,155676
Southern Region,Karnataka,560068,2020,Q1,334481
Southern Region,Karnataka,560078,2020,Q1,234102
Southern Region,Karnataka,560076,2020,Q1,225754
Southern Region,Karnataka,560037,2020,Q1,203140
Southern Region,Karnataka,560100,2020,Q1,202522
Southern Region,Karnataka,560043,2020,Q1,192017
Southern Region,Karnataka,560058,2020,Q1,187340
Southern Region,Karnataka,560091,2020,Q1,185405
Southern Region,Karnataka,560064,2020,Q1,170524
Southern Region,Karnataka,560079,2020,Q1,168340
Southern Region,Karnataka,560068,2020,Q2,351484
Southern Region,Karnataka,560078,2020,Q2,247869
Southern Region,Karnataka,560076,2020,Q2,237431
Southern Region,Karnataka,560100,2020,Q2,211500
Southern Region,Karnataka,560037,2020,Q2,210439
Southern Region,Karnataka,560043,2020,Q2,203567
Southern Region,Karnataka,560058,2020,Q2,199801
Southern Region,Karnataka,560091,2020,Q2,198570
Southern Region,Karnataka,560064,2020,Q2,181350
Southern Region,Karnataka,560079,2020,Q2,179770
Southern Region,Karnataka,560068,2020,Q3,373446
Southern Region,Karnataka,560078,2020,Q3,265627
Southern Region,Karnataka,560076,2020,Q3,252246
Southern Region,Karnataka,560100,2020,Q3,223235
Southern Region,Karnataka,560037,2020,Q3,220131
Southern Region,Karnataka,560043,2020,Q3,218963
Southern Region,Karnataka,560058,2020,Q3,215047
Southern Region,Karnataka,560091,2020,Q3,214608
Southern Region,Karnataka,560064,2020,Q3,195179
Southern Region,Karnataka,560079,2020,Q3,193680
Southern Region,Karnataka,560068,2020,Q4,399638
Southern Region,Karnataka,560078,2020,Q4,285544
Southern Region,Karnataka,560076,2020,Q4,270449
Southern Region,Karnataka,560100,2020,Q4,237850
Southern Region,Karnataka,560043,2020,Q4,237440
Southern Region,Karnataka,560037,2020,Q4,232436
Southern Region,Karnataka,560091,2020,Q4,232398
Southern Region,Karnataka,560058,2020,Q4,232252
Southern Region,Karnataka,560064,2020,Q4,211036
Southern Region,Karnataka,560079,2020,Q4,208938
Southern Region,Karnataka,560068,2021,Q1,427525
Southern Region,Karnataka,560078,2021,Q1,305721
Southern Region,Karnataka,560076,2021,Q1,289205
Southern Region,Karnataka,560043,2021,Q1,254510
Southern Region,Karnataka,560100,2021,Q1,253914
Southern Region,Karnataka,560091,2021,Q1,249839
Southern Region,Karnataka,560058,2021,Q1,249624
Southern Region,Karnataka,560037,2021,Q1,247595
Southern Region,Karnataka,560064,2021,Q1,226588
Southern Region,Karnataka,560079,2021,Q1,223844
Southern Region,Karnataka,560068,2021,Q2,455417
Southern Region,Karnataka,560078,2021,Q2,325334
Southern Region,Karnataka,560076,2021,Q2,307509
Southern Region,Karnataka,560043,2021,Q2,270730
Southern Region,Karnataka,560100,2021,Q2,270219
Southern Region,Karnataka,560091,2021,Q2,266790
Southern Region,Karnataka,560058,2021,Q2,266718
Southern Region,Karnataka,560037,2021,Q2,263129
Southern Region,Karnataka,560064,2021,Q2,241325
Southern Region,Karnataka,560079,2021,Q2,238441
Southern Region,Karnataka,560068,2021,Q3,486170
Southern Region,Karnataka,560078,2021,Q3,346840
Southern Region,Karnataka,560076,2021,Q3,327691
Southern Region,Karnataka,560043,2021,Q3,288657
Southern Region,Karnataka,560100,2021,Q3,288418
Southern Region,Karnataka,560058,2021,Q3,285746
Southern Region,Karnataka,560091,2021,Q3,285428
Southern Region,Karnataka,560037,2021,Q3,280067
Southern Region,Karnataka,560064,2021,Q3,257630
Southern Region,Karnataka,560079,2021,Q3,254553
Southern Region,Karnataka,560068,2021,Q4,517115
Southern Region,Karnataka,560078,2021,Q4,368213
Southern Region,Karnataka,560076,2021,Q4,347942
Southern Region,Karnataka,560100,2021,Q4,306734
Southern Region,Karnataka,560043,2021,Q4,306658
Southern Region,Karnataka,560058,2021,Q4,304867
Southern Region,Karnataka,560091,2021,Q4,304250
Southern Region,Karnataka,560037,2021,Q4,297179
Southern Region,Karnataka,560064,2021,Q4,273886
Southern Region,Karnataka,560079,2021,Q4,270655
Southern Region,Karnataka,560068,2022,Q1,545827
Southern Region,Karnataka,560078,2022,Q1,388154
Southern Region,Karnataka,560076,2022,Q1,366934
Southern Region,Karnataka,560100,2022,Q1,323960
Southern Region,Karnataka,560043,2022,Q1,323435
Southern Region,Karnataka,560058,2022,Q1,322689
Southern Region,Karnataka,560091,2022,Q1,321685
Southern Region,Karnataka,560037,2022,Q1,313105
Southern Region,Karnataka,560064,2022,Q1,289243
Southern Region,Karnataka,560079,2022,Q1,285716
Southern Region,Karnataka,560068,2022,Q2,573310
Southern Region,Karnataka,560078,2022,Q2,407066
Southern Region,Karnataka,560076,2022,Q2,384794
Southern Region,Karnataka,560100,2022,Q2,340381
Southern Region,Karnataka,560058,2022,Q2,339550
Southern Region,Karnataka,560043,2022,Q2,339294
Southern Region,Karnataka,560091,2022,Q2,338150
Southern Region,Karnataka,560037,2022,Q2,328206
Southern Region,Karnataka,560064,2022,Q2,303631
Southern Region,Karnataka,560079,2022,Q2,299960
Southern Region,Karnataka,560068,2022,Q3,601656
Southern Region,Karnataka,560078,2022,Q3,426581
Southern Region,Karnataka,560076,2022,Q3,403229
Southern Region,Karnataka,560100,2022,Q3,357272
Southern Region,Karnataka,560058,2022,Q3,357187
Southern Region,Karnataka,560043,2022,Q3,355534
Southern Region,Karnataka,560091,2022,Q3,355350
Southern Region,Karnataka,560037,2022,Q3,343521
Southern Region,Karnataka,560064,2022,Q3,318618
Southern Region,Karnataka,560079,2022,Q3,314654
Southern Region,Karnataka,560068,2022,Q4,630255
Southern Region,Karnataka,560078,2022,Q4,446189
Southern Region,Karnataka,560076,2022,Q4,421750
Southern Region,Karnataka,560058,2022,Q4,375004
Southern Region,Karnataka,560100,2022,Q4,374427
Southern Region,Karnataka,560091,2022,Q4,372516
Southern Region,Karnataka,560043,2022,Q4,371881
Southern Region,Karnataka,560037,2022,Q4,359061
Southern Region,Karnataka,560064,2022,Q4,333488
Southern Region,Karnataka,560079,2022,Q4,329552
Southern Region,Kerala,682042,2018,Q1,6594
Southern Region,Kerala,682024,2018,Q1,5559
Southern Region,Kerala,695001,2018,Q1,4654
Southern Region,Kerala,682025,2018,Q1,4572
Southern Region,Kerala,682020,2018,Q1,4402
Southern Region,Kerala,682035,2018,Q1,4009
Southern Region,Kerala,673032,2018,Q1,3987
Southern Region,Kerala,682032,2018,Q1,3908
Southern Region,Kerala,682301,2018,Q1,3613
Southern Region,Kerala,673016,2018,Q1,3347
Southern Region,Kerala,682042,2018,Q2,8512
Southern Region,Kerala,682024,2018,Q2,7234
Southern Region,Kerala,695001,2018,Q2,6380
Southern Region,Kerala,682025,2018,Q2,6000
Southern Region,Kerala,682020,2018,Q2,5919
Southern Region,Kerala,682035,2018,Q2,5368
Southern Region,Kerala,682032,2018,Q2,5259
Southern Region,Kerala,673032,2018,Q2,5180
Southern Region,Kerala,682301,2018,Q2,4777
Southern Region,Kerala,673016,2018,Q2,4453
Southern Region,Kerala,682042,2018,Q3,10303
Southern Region,Kerala,682024,2018,Q3,8834
Southern Region,Kerala,695001,2018,Q3,8200
Southern Region,Kerala,682025,2018,Q3,7465
Southern Region,Kerala,682020,2018,Q3,7403
Southern Region,Kerala,682035,2018,Q3,6581
Southern Region,Kerala,682032,2018,Q3,6579
Southern Region,Kerala,673032,2018,Q3,6247
Southern Region,Kerala,682301,2018,Q3,5932
Southern Region,Kerala,673016,2018,Q3,5432
Southern Region,Kerala,682042,2018,Q4,13083
Southern Region,Kerala,682024,2018,Q4,11303
Southern Region,Kerala,695001,2018,Q4,10807
Southern Region,Kerala,682025,2018,Q4,9628
Southern Region,Kerala,682020,2018,Q4,9576
Southern Region,Kerala,682032,2018,Q4,8669
Southern Region,Kerala,682035,2018,Q4,8594
Southern Region,Kerala,673032,2018,Q4,8058
Southern Region,Kerala,682301,2018,Q4,7732
Southern Region,Kerala,673004,2018,Q4,6853
Southern Region,Kerala,682042,2019,Q1,15428
Southern Region,Kerala,682024,2019,Q1,13454
Southern Region,Kerala,695001,2019,Q1,13156
Southern Region,Kerala,682025,2019,Q1,11515
Southern Region,Kerala,682020,2019,Q1,11406
Southern Region,Kerala,682035,2019,Q1,10441
Southern Region,Kerala,682032,2019,Q1,10331
Southern Region,Kerala,673032,2019,Q1,9504
Southern Region,Kerala,682301,2019,Q1,9471
Southern Region,Kerala,673004,2019,Q1,8130
Southern Region,Kerala,682042,2019,Q2,17514
Southern Region,Kerala,695001,2019,Q2,15525
Southern Region,Kerala,682024,2019,Q2,15397
Southern Region,Kerala,682025,2019,Q2,13311
Southern Region,Kerala,682020,2019,Q2,13276
Southern Region,Kerala,682035,2019,Q2,12409
Southern Region,Kerala,682032,2019,Q2,11984
Southern Region,Kerala,673032,2019,Q2,11095
Southern Region,Kerala,682301,2019,Q2,11074
Southern Region,Kerala,673016,2019,Q2,9775
Southern Region,Kerala,682042,2019,Q3,19670
Southern Region,Kerala,695001,2019,Q3,18084
Southern Region,Kerala,682024,2019,Q3,17413
Southern Region,Kerala,682025,2019,Q3,15371
Southern Region,Kerala,682020,2019,Q3,15188
Southern Region,Kerala,682035,2019,Q3,14451
Southern Region,Kerala,682032,2019,Q3,13667
Southern Region,Kerala,673032,2019,Q3,12880
Southern Region,Kerala,682301,2019,Q3,12671
Southern Region,Kerala,673016,2019,Q3,11696
Southern Region,Kerala,682042,2019,Q4,22058
Southern Region,Kerala,695001,2019,Q4,20669
Southern Region,Kerala,682024,2019,Q4,19609
Southern Region,Kerala,682025,2019,Q4,17548
Southern Region,Kerala,682020,2019,Q4,17137
Southern Region,Kerala,682035,2019,Q4,16535
Southern Region,Kerala,682032,2019,Q4,15426
Southern Region,Kerala,673032,2019,Q4,14691
Southern Region,Kerala,682301,2019,Q4,14302
Southern Region,Kerala,673016,2019,Q4,13376
Southern Region,Kerala,682042,2020,Q1,24196
Southern Region,Kerala,695001,2020,Q1,23318
Southern Region,Kerala,682024,2020,Q1,21814
Southern Region,Kerala,682025,2020,Q1,19682
Southern Region,Kerala,682020,2020,Q1,19029
Southern Region,Kerala,682035,2020,Q1,18386
Southern Region,Kerala,682032,2020,Q1,17081
Southern Region,Kerala,673032,2020,Q1,16527
Southern Region,Kerala,682301,2020,Q1,15989
Southern Region,Kerala,670645,2020,Q1,15732
Southern Region,Kerala,682042,2020,Q2,25856
Southern Region,Kerala,695001,2020,Q2,25442
Southern Region,Kerala,682024,2020,Q2,23419
Southern Region,Kerala,682025,2020,Q2,21261
Southern Region,Kerala,682020,2020,Q2,20457
Southern Region,Kerala,682035,2020,Q2,19671
Southern Region,Kerala,670645,2020,Q2,18592
Southern Region,Kerala,682032,2020,Q2,18399
Southern Region,Kerala,673032,2020,Q2,18059
Southern Region,Kerala,682301,2020,Q2,17516
Southern Region,Kerala,682042,2020,Q3,28485
Southern Region,Kerala,695001,2020,Q3,28191
Southern Region,Kerala,682024,2020,Q3,26104
Southern Region,Kerala,682025,2020,Q3,23781
Southern Region,Kerala,682020,2020,Q3,22893
Southern Region,Kerala,682035,2020,Q3,21786
Southern Region,Kerala,670645,2020,Q3,21694
Southern Region,Kerala,682032,2020,Q3,20470
Southern Region,Kerala,673032,2020,Q3,20253
Southern Region,Kerala,682301,2020,Q3,20008
Southern Region,Kerala,682042,2020,Q4,31620
Southern Region,Kerala,695001,2020,Q4,31411
Southern Region,Kerala,682024,2020,Q4,29392
Southern Region,Kerala,682025,2020,Q4,26893
Southern Region,Kerala,682020,2020,Q4,25856
Southern Region,Kerala,670645,2020,Q4,24709
Southern Region,Kerala,682035,2020,Q4,24248
Southern Region,Kerala,682032,2020,Q4,22958
Southern Region,Kerala,673032,2020,Q4,22837
Southern Region,Kerala,673592,2020,Q4,22730
Southern Region,Kerala,682042,2021,Q1,34103
Southern Region,Kerala,695001,2021,Q1,33913
Southern Region,Kerala,682024,2021,Q1,31763
Southern Region,Kerala,682025,2021,Q1,29029
Southern Region,Kerala,682020,2021,Q1,27924
Southern Region,Kerala,670645,2021,Q1,26911
Southern Region,Kerala,682035,2021,Q1,26156
Southern Region,Kerala,673592,2021,Q1,24788
Southern Region,Kerala,673032,2021,Q1,24778
Southern Region,Kerala,682032,2021,Q1,24752
Southern Region,Kerala,682042,2021,Q2,36378
Southern Region,Kerala,695001,2021,Q2,36185
Southern Region,Kerala,682024,2021,Q2,33834
Southern Region,Kerala,682025,2021,Q2,30965
Southern Region,Kerala,682020,2021,Q2,29826
Southern Region,Kerala,670645,2021,Q2,28806
Southern Region,Kerala,682035,2021,Q2,27927
Southern Region,Kerala,673592,2021,Q2,26554
Southern Region,Kerala,682032,2021,Q2,26390
Southern Region,Kerala,673032,2021,Q2,26355
Southern Region,Kerala,682042,2021,Q3,38880
Southern Region,Kerala,695001,2021,Q3,38710
Southern Region,Kerala,682024,2021,Q3,36108
Southern Region,Kerala,682025,2021,Q3,33080
Southern Region,Kerala,682020,2021,Q3,31859
Southern Region,Kerala,670645,2021,Q3,30931
Southern Region,Kerala,682035,2021,Q3,29804
Southern Region,Kerala,673592,2021,Q3,28563
Southern Region,Kerala,682032,2021,Q3,28166
Southern Region,Kerala,673032,2021,Q3,28073
Southern Region,Kerala,682042,2021,Q4,41448
Southern Region,Kerala,695001,2021,Q4,41207
Southern Region,Kerala,682024,2021,Q4,38351
Southern Region,Kerala,682025,2021,Q4,35172
Southern Region,Kerala,682020,2021,Q4,33886
Southern Region,Kerala,670645,2021,Q4,32968
Southern Region,Kerala,682035,2021,Q4,31716
Southern Region,Kerala,673592,2021,Q4,30447
Southern Region,Kerala,682032,2021,Q4,30009
Southern Region,Kerala,673032,2021,Q4,29788
Southern Region,Kerala,682042,2022,Q1,43832
Southern Region,Kerala,695001,2022,Q1,43506
Southern Region,Kerala,682024,2022,Q1,40513
Southern Region,Kerala,682025,2022,Q1,37172
Southern Region,Kerala,682020,2022,Q1,35790
Southern Region,Kerala,670645,2022,Q1,34974
Southern Region,Kerala,682035,2022,Q1,33556
Southern Region,Kerala,673592,2022,Q1,32286
Southern Region,Kerala,682032,2022,Q1,31679
Southern Region,Kerala,682301,2022,Q1,31551
Southern Region,Kerala,682042,2022,Q2,46049
Southern Region,Kerala,695001,2022,Q2,45760
Southern Region,Kerala,682024,2022,Q2,42517
Southern Region,Kerala,682025,2022,Q2,39062
Southern Region,Kerala,682020,2022,Q2,37658
Southern Region,Kerala,670645,2022,Q2,36777
Southern Region,Kerala,682035,2022,Q2,35277
Southern Region,Kerala,673592,2022,Q2,33986
Southern Region,Kerala,682032,2022,Q2,33271
Southern Region,Kerala,682301,2022,Q2,33154
Southern Region,Kerala,682042,2022,Q3,48385
Southern Region,Kerala,695001,2022,Q3,48080
Southern Region,Kerala,682024,2022,Q3,44605
Southern Region,Kerala,682025,2022,Q3,41047
Southern Region,Kerala,682020,2022,Q3,39537
Southern Region,Kerala,670645,2022,Q3,38662
Southern Region,Kerala,682035,2022,Q3,37065
Southern Region,Kerala,673592,2022,Q3,35697
Southern Region,Kerala,682032,2022,Q3,34936
Southern Region,Kerala,682301,2022,Q3,34880
Southern Region,Kerala,682042,2022,Q4,50726
Southern Region,Kerala,695001,2022,Q4,50448
Southern Region,Kerala,682024,2022,Q4,46703
Southern Region,Kerala,682025,2022,Q4,42979
Southern Region,Kerala,682020,2022,Q4,41421
Southern Region,Kerala,670645,2022,Q4,40256
Southern Region,Kerala,682035,2022,Q4,38857
Southern Region,Kerala,673592,2022,Q4,37241
Southern Region,Kerala,682032,2022,Q4,36609
Southern Region,Kerala,682301,2022,Q4,36567
Northern Region,Ladakh,194104,2018,Q1,2329
Northern Region,Ladakh,194101,2018,Q1,1584
Northern Region,Ladakh,194201,2018,Q1,1397
Northern Region,Ladakh,194401,2018,Q1,670
Northern Region,Ladakh,194107,2018,Q1,641
Northern Region,Ladakh,194103,2018,Q1,458
Northern Region,Ladakh,194102,2018,Q1,353
Northern Region,Ladakh,194105,2018,Q1,259
Northern Region,Ladakh,194106,2018,Q1,255
Northern Region,Ladakh,194703,2018,Q1,241
Northern Region,Ladakh,194104,2018,Q2,3343
Northern Region,Ladakh,194101,2018,Q2,2388
Northern Region,Ladakh,194201,2018,Q2,2112
Northern Region,Ladakh,194107,2018,Q2,984
Northern Region,Ladakh,194401,2018,Q2,943
Northern Region,Ladakh,194103,2018,Q2,655
Northern Region,Ladakh,194102,2018,Q2,511
Northern Region,Ladakh,194105,2018,Q2,361
Northern Region,Ladakh,194106,2018,Q2,357
Northern Region,Ladakh,194703,2018,Q2,342
Northern Region,Ladakh,194104,2018,Q3,4461
Northern Region,Ladakh,194101,2018,Q3,3292
Northern Region,Ladakh,194201,2018,Q3,2882
Northern Region,Ladakh,194107,2018,Q3,1385
Northern Region,Ladakh,194401,2018,Q3,1264
Northern Region,Ladakh,194103,2018,Q3,976
Northern Region,Ladakh,194102,2018,Q3,717
Northern Region,Ladakh,194105,2018,Q3,534
Northern Region,Ladakh,194106,2018,Q3,519
Northern Region,Ladakh,194703,2018,Q3,468
Northern Region,Ladakh,194104,2018,Q4,5767
Northern Region,Ladakh,194101,2018,Q4,4561
Northern Region,Ladakh,194201,2018,Q4,3824
Northern Region,Ladakh,194107,2018,Q4,1913
Northern Region,Ladakh,194401,2018,Q4,1632
Northern Region,Ladakh,194103,2018,Q4,1460
Northern Region,Ladakh,194102,2018,Q4,970
Northern Region,Ladakh,194105,2018,Q4,800
Northern Region,Ladakh,194106,2018,Q4,706
Northern Region,Ladakh,194703,2018,Q4,640
Northern Region,Ladakh,194104,2019,Q1,6985
Northern Region,Ladakh,194101,2019,Q1,5676
Northern Region,Ladakh,194201,2019,Q1,4722
Northern Region,Ladakh,194107,2019,Q1,2336
Northern Region,Ladakh,194401,2019,Q1,1998
Northern Region,Ladakh,194103,2019,Q1,1938
Northern Region,Ladakh,194102,2019,Q1,1275
Northern Region,Ladakh,194105,2019,Q1,1020
Northern Region,Ladakh,194106,2019,Q1,902
Northern Region,Ladakh,194703,2019,Q1,788
Northern Region,Ladakh,194104,2019,Q2,8074
Northern Region,Ladakh,194101,2019,Q2,6990
Northern Region,Ladakh,194201,2019,Q2,5567
Northern Region,Ladakh,194107,2019,Q2,2793
Northern Region,Ladakh,194103,2019,Q2,2432
Northern Region,Ladakh,194401,2019,Q2,2390
Northern Region,Ladakh,194102,2019,Q2,1584
Northern Region,Ladakh,194105,2019,Q2,1258
Northern Region,Ladakh,194106,2019,Q2,1097
Northern Region,Ladakh,194703,2019,Q2,949
Northern Region,Ladakh,194104,2019,Q3,8972
Northern Region,Ladakh,194101,2019,Q3,7968
Northern Region,Ladakh,194201,2019,Q3,6210
Northern Region,Ladakh,194107,2019,Q3,3004
Northern Region,Ladakh,194103,2019,Q3,2647
Northern Region,Ladakh,194401,2019,Q3,2601
Northern Region,Ladakh,194102,2019,Q3,1723
Northern Region,Ladakh,194105,2019,Q3,1386
Northern Region,Ladakh,194106,2019,Q3,1162
Northern Region,Ladakh,194703,2019,Q3,1014
Northern Region,Ladakh,194104,2019,Q4,9875
Northern Region,Ladakh,194101,2019,Q4,8791
Northern Region,Ladakh,194201,2019,Q4,6838
Northern Region,Ladakh,194107,2019,Q4,3321
Northern Region,Ladakh,194401,2019,Q4,2945
Northern Region,Ladakh,194103,2019,Q4,2850
Northern Region,Ladakh,194102,2019,Q4,1873
Northern Region,Ladakh,194105,2019,Q4,1501
Northern Region,Ladakh,194106,2019,Q4,1304
Northern Region,Ladakh,194703,2019,Q4,1054
Northern Region,Ladakh,194104,2020,Q1,10826
Northern Region,Ladakh,194101,2020,Q1,9668
Northern Region,Ladakh,194201,2020,Q1,7470
Northern Region,Ladakh,194107,2020,Q1,3617
Northern Region,Ladakh,194103,2020,Q1,3320
Northern Region,Ladakh,194401,2020,Q1,3216
Northern Region,Ladakh,194102,2020,Q1,2152
Northern Region,Ladakh,194105,2020,Q1,1776
